+----------------------------------+----------------------+-----------------------+-----------------------+-----------------------+------------------------+------------------------+-----------------------+----------------------+------------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+------------------------+
|              Metric              |          P1          |           P2          |           P3          |           P4          |           P5           |           P6           |           P7          |          P8          |           P9           |          P10           |          P11          |          P12          |          P13          |          P14          |          P15          |          P16           |
|        Comprehensibility         |          0.5          |          0.5          |         0.5          |          0.5          |          0.5           |          0.5           |          0.5          |          0.5          |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |          0.5          | 0.43067655807339306  | 0.43067655807339306  |  0.43067655807339306   |
|           Completeness           |  0.07462686567164178  |  0.07462686567164178  | 0.07462686567164178  |  0.05714285714285714  |  0.04477611940298507   |  0.04477611940298507   |  0.05970149253731343  |  0.05970149253731343  |  0.029850746268656716 |  0.03508771929824562  |  0.029850746268656716 |  0.03731343283582089  |  0.04477611940298507  | 0.022388059701492536 | 0.022388059701492536 |  0.01754385964912281   |
|           Added Value            |  0.27826086956521745  |   0.325879917184265   | 0.38082497212931987  |  0.06521739130434781  |  0.11159420289855071   |  0.11159420289855071   |   0.338866930171278   |   0.338866930171278   |  0.27826086956521734  |   0.1681159420289855  |  0.41159420289855075  |   0.6115942028985507  |  0.27826086956521745  |  0.6115942028985507  |  0.6115942028985507  |   0.1681159420289855   |
|        Casual Confidence         |   0.3484848484848485  |   0.372248597324126   |   0.39967562557924   |  0.08633633633633633  |  0.25900900900900903   |  0.25900900900900903   |  0.37561241154055525  |  0.37561241154055525  |   0.3392330383480826  |   0.1696165191740413  |  0.40588235294117647  |   0.5073529411764706  |   0.3422619047619048  |  0.5043859649122807  |  0.5043859649122807  |  0.16812865497076024   |
|          Casual Support          |   0.6260869565217392  |   0.6289855072463768  |  0.6318840579710145  |   0.8753623188405797  |   0.6115942028985507   |   0.6115942028985507   |   0.6260869565217392  |   0.6260869565217392  |   0.6173913043478261  |   0.8289855072463768  |   0.6202898550724638  |   0.6260869565217391  |   0.6202898550724638  |  0.6202898550724637  |  0.6202898550724637  |   0.8318840579710144   |
|         Certainty Factor         |  0.45497630331753564  |   0.5328368314150305  |  0.6226759022967553  |   0.0725806451612903  |   0.1824644549763033   |   0.1824644549763033   |   0.5540715208961655  |   0.5540715208961655  |  0.45497630331753547  |  0.20138888888888887  |   0.6729857819905214  |          1.0          |  0.45497630331753564  |         1.0          |         1.0          |  0.20138888888888887   |
|            Conviction            |   1.834782608695652   |   2.1405797101449275  |   2.65024154589372   |   1.0782608695652174  |   1.2231884057971014   |   1.2231884057971014   |   2.242512077294686   |   2.242512077294686   |   1.834782608695652   |   1.2521739130434784  |   3.0579710144927534  |          inf          |   1.8347826086956518  |         inf          |         inf          |   1.2521739130434784   |
|        Coverage (Support)        |  0.043478260869565216 |  0.04057971014492753  | 0.03768115942028986  |  0.034782608695652174 |  0.034782608695652174  |  0.034782608695652174  |  0.03188405797101449  |  0.03188405797101449  |  0.017391304347826087 |  0.017391304347826087 |  0.014492753623188406 |  0.014492753623188406 |  0.02608695652173913  | 0.008695652173913044 | 0.008695652173913044 |  0.008695652173913044  |
| Descriptive Confirmed Confidence |  0.33333333333333337  |  0.42857142857142855  |  0.5384615384615384  |  -0.6666666666666667  |          0.0           |          0.0           |  0.45454545454545453  |  0.45454545454545453  |   0.3333333333333333  |  -0.3333333333333333  |   0.6000000000000001  |          1.0          |  0.33333333333333337  |         1.0          |         1.0          |  -0.3333333333333333   |
|    Difference of Proportions     |   0.290909090909091   |  0.33966335779024603  |  0.3957367933271547  |  0.06756756756756756  |  0.11561561561561562   |  0.11561561561561562   |   0.3500272182906914  |   0.3500272182906914  |  0.28318584070796454  |   0.1710914454277286  |   0.4176470588235295  |   0.6205882352941177  |   0.2857142857142858  |  0.6169590643274854  |  0.6169590643274854  |   0.1695906432748538   |
|   Example and Counter Example    |          0.5          |          0.6          |         0.7          |          -4.0         |          0.0           |          0.0           |         0.625         |         0.625         |          0.5          |          -1.0         |          0.75         |          1.0          |          0.5          |         1.0          |         1.0          |          -1.0          |
|         Imbalance Ratio          |   0.8561151079136691  |   0.8695652173913044  |  0.8832116788321168  |   0.5111111111111112  |   0.8714285714285713   |   0.8714285714285713   |   0.8978102189781023  |   0.8978102189781023  |   0.9411764705882354  |   0.8360655737704918  |   0.9555555555555556  |   0.9626865671641791  |   0.9124087591240875  |  0.9776119402985075  |  0.9776119402985075  |   0.9152542372881356   |
|  Fisher's Exact Test (p-value)   |  0.02464569802284089  |  0.012327234384980956 | 0.005292362983787546 |   0.3484279949622191  |  0.30177977564727476   |  0.30177977564727476   |  0.02243704034500793  |  0.02243704034500793  |   0.1615254536531987  |   0.2591119751335088  |  0.07692506533909438  |  0.00843903670386692  |  0.08416386168735857  | 0.05779080085016819  | 0.05779080085016819  |   0.419277357049999    |
|         Hyper Confidence         |   0.9753543019771591  |   0.987672765615019   |  0.9947076370162125  |   0.6515720050377809  |   0.6982202243527252   |   0.6982202243527252   |   0.9775629596549921  |   0.9775629596549921  |   0.8384745463468013  |   0.7408880248664912  |   0.9230749346609056  |   0.9915609632961331  |   0.9158361383126414  |  0.9422091991498318  |  0.9422091991498318  |   0.580722642950001    |
|            Hyper Lift            |   1.1111111111111112  |          1.25         |         1.25         |   0.6666666666666666  |   0.8571428571428571   |   0.8571428571428571   |   1.1428571428571428  |   1.1428571428571428  |          1.0          |   0.6666666666666666  |          1.0          |          1.25         |          1.0          |         1.0          |         1.0          |          0.5           |
|   Laplace Corrected Confidence   |          0.55         |   0.5789473684210527  |  0.6111111111111112  |  0.17647058823529413  |   0.4117647058823529   |   0.4117647058823529   |         0.5625        |         0.5625        |  0.45454545454545453  |   0.2727272727272727  |          0.5          |          0.6          |          0.5          |         0.5          |         0.5          |          0.25          |
|            Importance            |   0.2632414347745814  |   0.3424226808222062  |  0.4393326938302627  |  -0.5642714304385625  |          0.0           |          0.0           |   0.3521825181113625  |   0.3521825181113625  |  0.22184874961635637  |  -0.22184874961635637 |   0.3979400086720376  |   0.7781512503836435  |  0.24303804868629442  |  0.6020599913279623  |  0.6020599913279623  |  -0.17609125905568124  |
|       Jaccard Coefficient        |  0.07194244604316548  |  0.07246376811594203  |  0.072992700729927   |  0.044444444444444446 |  0.04285714285714286   |  0.04285714285714286   |  0.058394160583941604 |  0.058394160583941604 |  0.029411764705882353 |  0.03278688524590164  |  0.029629629629629627 |  0.03731343283582089  |   0.0437956204379562  | 0.022388059701492536 | 0.022388059701492536 |  0.01694915254237288   |
|            J-Measure             | 0.0029806008748041964 | 0.0038369188174014715 | 0.004921313248062369 | 0.0003013366741810897 | 0.00038592948097540135 | 0.00038592948097540135 | 0.0032669229459377875 | 0.0032669229459377875 | 0.0011922403499216776 | 0.0006347459779585173 | 0.0022312573050469655 | 0.0059523811117169045 | 0.0017883605248825182 | 0.003571428667030143 | 0.003571428667030143 | 0.00031737298897925863 |
|              Kappa               |  0.06077872744539425  |   0.0665426566331275  | 0.07232537951768989  |  0.03512195121951185  |  0.019595368367476756  |  0.019595368367476756  |  0.05463389765703029  |  0.05463389765703029  |  0.024672320740169895 |  0.03306256234858192  |  0.03046229754370916  |  0.045264399871285846 |   0.0368262898791636  |  0.0272486601665912  |  0.0272486601665912  |  0.01709401709401608   |
|             Klosgen              |  0.04737427649439993  |  0.05548148154924515  | 0.06483594892022039  |  0.004965567310610092 |  0.014716607667094374  |  0.014716607667094374  |   0.0516017742338956  |   0.0516017742338956  |  0.02996212324497616  |  0.012800129067350462 |  0.04431897396652725  |  0.07362728985825305  |  0.03669595678028728  | 0.05703145348948006  | 0.05703145348948006  |  0.00905105806358655   |
|            Kulczynski            |  0.37064676616915426  |  0.39445628997867804  |  0.4219288174512055  |   0.1119047619047619  |  0.27238805970149255   |  0.27238805970149255   |  0.39348710990502034  |  0.39348710990502034  |  0.34825870646766166  |  0.18421052631578946  |  0.41492537313432837  |   0.5186567164179104  |   0.3557213930348259  |  0.5111940298507462  |  0.5111940298507462  |  0.17543859649122806   |
|     Goodman-Kruskal's Lambda     |   0.3701492537313433  |   0.3701492537313433  |  0.3701492537313433  |  0.09620991253644315  |   0.3775811209439528   |   0.3775811209439528   |   0.3738872403560831  |   0.3738872403560831  |   0.3812316715542522  |   0.1603498542274052  |   0.3812316715542522  |   0.3794117647058824  |   0.3775811209439528  |  0.3830409356725147  |  0.3830409356725147  |   0.1627906976744186   |
|       Least Contradiction        |  0.03731343283582089  |  0.04477611940298507  | 0.052238805970149245 |  -0.22857142857142856 |          0.0           |          0.0           |  0.03731343283582089  |  0.03731343283582089  |  0.014925373134328358 |  -0.03508771929824562 |  0.022388059701492536 |  0.03731343283582089  |  0.022388059701492536 | 0.022388059701492536 | 0.022388059701492536 |  -0.01754385964912281  |
|        Lerman Similarity         |   1.7292385783920479  |   1.9564950950807094  |  2.2032016262582172  |   0.7092993656151905  |   0.6202823246170384   |   0.6202823246170384   |   1.8033610250222032  |   1.8033610250222032  |   1.0936665051101002  |    1.01311009625032   |   1.4767650306181077  |   2.194348038453667   |   1.3394624431463582  |  1.699734681742793   |  1.699734681742793   |   0.716377019147157    |
|        Piatetsky-Shapiro         |  0.012098298676748581 |  0.013224112581390467 | 0.014349926486032345 |  0.002268431001890359 | 0.0038815374921235025  | 0.0038815374921235025  |  0.010804452846040749 |  0.010804452846040749 | 0.0048393194706994325 | 0.0029237555135475744 | 0.0059651333753413145 |  0.008863684099978996 | 0.0072589792060491504 | 0.005318210459987397 | 0.005318210459987397 | 0.0014618777567737872  |
|          Max Confidence          |   0.6666666666666667  |   0.7142857142857143  |  0.7692307692307692  |  0.16666666666666666  |          0.5           |          0.5           |   0.7272727272727273  |   0.7272727272727273  |   0.6666666666666666  |   0.3333333333333333  |          0.8          |          1.0          |   0.6666666666666667  |         1.0          |         1.0          |   0.3333333333333333   |
|            Odds Ratio            |   3.3225806451612905  |   4.173387096774193   |  5.591397849462366   |   1.8181818181818183  |       1.6015625        |       1.6015625        |   4.402116402116402   |   4.402116402116402   |   3.215384615384615   |   2.5818181818181816  |   6.461538461538462   |          inf          |   3.2500000000000004  |         inf          |         inf          |   2.5535714285714284   |
|   Phi Correlation Coefficient    |  0.12172121136694361  |  0.13750962143755133  | 0.15461567526731146  |  0.041004937595506205 |  0.043464592166999126  |  0.043464592166999126  |  0.12617629354671858  |  0.12617629354671858  |  0.07595447781122022  |  0.060224069408452714 |  0.10240950363985259  |  0.15217186808456967  |  0.09343922382920063  |  0.1175266623602522  |  0.1175266623602522  |  0.042397660818713455  |
|          Ralambondrainy          |  0.014492753623188406 |  0.011594202898550725 | 0.008695652173913044 |  0.028985507246376812 |  0.017391304347826087  |  0.017391304347826087  |  0.008695652173913044 |  0.008695652173913044 |  0.005797101449275362 |  0.011594202898550725 |  0.002898550724637681 |          0.0          |  0.008695652173913044 |         0.0          |         0.0          |  0.005797101449275362  |
| Relative Linkage Disequilibrium  |   0.999989935689053   |   0.9999926339787195  |  0.9999949088946701  |   0.9998926577930443  |   0.9999623579010766   |   0.9999623579010766   |   0.9999932382633155  |   0.9999932382633155  |   0.999989935689053   |   0.9999666844349681  |   0.999995917550857   |          1.0          |   0.999989935689053   |         1.0          |         1.0          |   0.9999666844349681   |
|          Relative Risk           |   1.774193548387097   |   1.9066820276497696  |  2.0595533498759306  |   1.6818181818181817  |       1.30078125       |       1.30078125       |   1.927849927849928   |   1.927849927849928   |   1.7384615384615383  |   2.0545454545454547  |   2.0923076923076924  |   2.6356589147286824  |   1.7500000000000002  |  2.6106870229007635  |  2.6106870229007635  |   2.0357142857142856   |
|        Rule Power Factor         |  0.019323671497584544 |  0.02070393374741201  | 0.022296544035674472 |  0.000966183574879227 |  0.008695652173913044  |  0.008695652173913044  |  0.01686429512516469  |  0.01686429512516469  |  0.007729468599033816 |  0.001932367149758454 |  0.00927536231884058  |  0.014492753623188406 |  0.011594202898550727 | 0.008695652173913044 | 0.008695652173913044 |  0.000966183574879227  |
|         Sebag-Schoenauer         |          2.0          |          2.5          |  3.3333333333333335  |          0.2          |          1.0           |          1.0           |   2.6666666666666665  |   2.6666666666666665  |          2.0          |          0.5          |          4.0          |          inf          |          2.0          |         inf          |         inf          |          0.5           |
|              Yule Q              |   0.5373134328358209  |   0.6134060795011691  |  0.696574225122349   |   0.2903225806451613  |  0.23123123123123124   |  0.23123123123123124   |   0.6297747306562194  |   0.6297747306562194  |   0.5255474452554745  |  0.44162436548223344  |   0.7319587628865979  |          1.0          |   0.5294117647058824  |         1.0          |         1.0          |  0.43718592964824116   |
|              Yule Y              |  0.29148231171259265  |   0.3427294435018317  |  0.4055781165411928  |  0.14835622795748313  |  0.11720379609005992   |  0.11720379609005992   |   0.3544476534849165  |   0.3544476534849165  |  0.28396238632483695  |  0.23277691077832627  |  0.43534018919108136  |          1.0          |  0.28642165534933817  |         1.0          |         1.0          |   0.2301740394301523   |
|         Weighted Support         |  0.043478260869565216 |  0.04057971014492753  | 0.03768115942028986  |  0.034782608695652174 |  0.034782608695652174  |  0.034782608695652174  |  0.03188405797101449  |  0.03188405797101449  |  0.017391304347826087 |  0.017391304347826087 |  0.014492753623188406 |  0.014492753623188406 |  0.02608695652173913  | 0.008695652173913044 | 0.008695652173913044 |  0.008695652173913044  |
|      Weighted Rule Support       |  0.028985507246376812 |  0.028985507246376812 | 0.028985507246376812 |  0.005797101449275362 |  0.017391304347826087  |  0.017391304347826087  |  0.02318840579710145  |  0.02318840579710145  |  0.011594202898550725 |  0.005797101449275362 |  0.011594202898550725 |  0.014492753623188406 |  0.017391304347826087 | 0.008695652173913044 | 0.008695652173913044 |  0.002898550724637681  |
|       Weighted Confidence        |   0.6666666666666667  |   0.7142857142857143  |  0.7692307692307692  |  0.16666666666666666  |          0.5           |          0.5           |   0.7272727272727273  |   0.7272727272727273  |   0.6666666666666666  |   0.3333333333333333  |          0.8          |          1.0          |   0.6666666666666667  |         1.0          |         1.0          |   0.3333333333333333   |
|          Weighted Lift           |   1.716417910447761   |   1.8390191897654586  |  1.9804822043628012  |   1.6428571428571428  |   1.287313432835821    |   1.287313432835821    |   1.8724559023066487  |   1.8724559023066487  |   1.716417910447761   |   2.017543859649123   |   2.059701492537313   |   2.574626865671642   |   1.7164179104477613  |  2.574626865671642   |  2.574626865671642   |   2.017543859649123    |
|     Statistical Significance     |  0.024160339706084038 |  0.01103093498343478  | 0.002363085377681168 |  0.08426212390052656  |   0.0755937785981739   |  0.035679638940769004  |  0.039239116293122274 |   0.0550333567554027  |  0.01144499454202004  | 0.0010730635233147999 |  0.008538828039286135 | 0.0016300962150690474 |   0.0724209564939095  | 0.05203897079958766  | 0.09957987436583017  |  0.03173473089330602   |
|           FleBiC Score           |  0.018709020003773738 |  0.010504841752201307 | 0.002763765088278118 |  0.01711458581601626  |  0.01605299525870668   |  0.007576881131886788  |  0.03227049112612929  |  0.045259771844750094 |  0.004533330961859188 | 0.0003248485892076384 |  0.005134216942125592 | 0.0018779951005138225 |  0.036923604629367245 | 0.03881602092402683  | 0.07427692030809062  |  0.007083415663931955  |
+----------------------------------+-----------------------+-----------------------+----------------------+-----------------------+------------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+------------------------+
+----------------------------------+----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+
|              Metric              |          P1          |           P2          |          P3          |           P4          |           P5          |           P6          |          P7          |           P8          |           P9          |          P10          |          P11          |          P12          |         P13          |         P14          |         P15          |          P16          |
+----------------------------------+----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+
|  Outcome selected for analysis   |         0.0          |          0.0          |         0.0          |          0.0          |          0.0          |          0.0          |         0.0          |          0.0          |          0.0          |          0.0          |          0.0          |          0.0          |         0.0          |         0.0          |         0.0          |          0.0          |
|         Information Gain         | 0.03608454600467637  |  0.04782554436250951  | 0.09472881449861742  |  0.029717275449851255 |  0.013066870670899074 |  0.013066870670899074 | 0.07328102187173052  |   0.0428494561212007  |  0.04495576944045813  |  0.011037136780181162 |  0.08696007764087266  |  0.20964303351743574  | 0.049405566331074194 | 0.18986637268690323  | 0.18986637268690323  |  0.039119463723096624 |
|           Chi-squared            |  4.761685682738313   |    6.00623865322148   |  11.150167862355682  |   3.3080740153108588  |   1.4355600539811075  |   1.4355600539811075  |  7.637737498870498   |   4.478962575401277   |   2.922852001799371   |   0.7050759557163846  |   4.808213265063111   |   9.886877828054297   |  4.423423342008869   |  5.897435897435898   |  5.897435897435898   |   1.448606474576004   |
|            Gini index            | 0.006186630005155513 |  0.00780361803485885  | 0.014486878734948583 |  0.004298022029591064 | 0.0018651543793322123 | 0.0018651543793322123 | 0.00992334629589442  |  0.005819301421216672 | 0.0037975215290906306 | 0.0009160713986985369 |  0.006247081063049165 |  0.01284554653619474  | 0.005747141956971791 | 0.007662255828607467 | 0.007662255828607467 | 0.0018821049683651614 |
|      Difference in Support       | 0.05060728744939272  |  0.05499325236167342  | 0.07231219073324337  |  0.03789923526765632  |  0.024966261808367075 |  0.024966261808367075 | 0.05521817363922628  |  0.04228520017993702  |  0.02541610436347279  |  0.012483130904183537 |  0.02980206927575349  |  0.042735042735042736 | 0.03812415654520918  | 0.025641025641025644 | 0.025641025641025644 |  0.012708052181736394 |
|          Bigger Support          | 0.07692307692307693  |  0.07692307692307693  | 0.08547008547008547  |  0.059829059829059825 |  0.05128205128205129  |  0.05128205128205129  | 0.06837606837606838  |  0.059829059829059825 |  0.03418803418803419  |  0.025641025641025644 |  0.03418803418803419  |  0.042735042735042736 | 0.05128205128205129  | 0.025641025641025644 | 0.025641025641025644 |  0.017094017094017096 |
|            Confidence            |         0.6          |   0.6428571428571429  |  0.7692307692307692  |   0.5833333333333333  |          0.5          |          0.5          |  0.7272727272727273  |   0.6363636363636364  |   0.6666666666666666  |          0.5          |          0.8          |          1.0          |  0.6666666666666667  |         1.0          |         1.0          |   0.6666666666666666  |
|          All-Confidence          | 0.07692307692307693  |  0.07692307692307693  | 0.08547008547008547  |  0.059829059829059825 |  0.05128205128205129  |  0.05128205128205129  | 0.06837606837606838  |  0.059829059829059825 |  0.03418803418803419  |  0.025641025641025644 |  0.03418803418803419  |  0.042735042735042736 | 0.05128205128205129  | 0.025641025641025644 | 0.025641025641025644 |  0.017094017094017096 |
|               Lift               |  1.7692307692307692  |   1.8956043956043958  |  2.2682445759368837  |   1.7200854700854702  |   1.4743589743589745  |   1.4743589743589745  |  2.1445221445221447  |   1.8764568764568763  |   1.965811965811966   |   1.4743589743589745  |   2.358974358974359   |   2.948717948717949   |  1.9658119658119662  |  2.948717948717949   |  2.948717948717949   |   1.965811965811966   |
|        Standardised Lift         |  0.5714285714285714  |   0.6153846153846154  |         0.75         |   0.5454545454545454  |  0.45454545454545453  |  0.45454545454545453  |  0.7000000000000001  |          0.6          |          0.6          |          0.4          |          0.75         |          1.0          |  0.6250000000000001  |         1.0          |         1.0          |          0.5          |
|       Collective Strength        |  1.0802826629828381  |   1.0802537848983034  |  1.0893266137318225  |   1.062001247057113   |   1.052917442582247   |   1.052917442582247   |  1.0710560825430069  |   1.0619991180232027  |   1.035079621509347   |   1.0261544965678098  |   1.0351026333329567  |   1.0440018527095876  |  1.052964049798851   |  1.0262744647439577  |  1.0262744647439577  |   1.0174266049281924  |
|              Cosine              | 0.21483446221182984  |  0.22237479499833035  |  0.2564102564102564  |  0.18681617943926832  |  0.16012815380508716  |  0.16012815380508716  |  0.2229978693352242  |  0.19512313566832115  |  0.15097027121927944  |  0.11322770341445959  |   0.1653796461189446  |  0.20672455764868075  | 0.18490006540840973  | 0.16012815380508716  | 0.16012815380508716  |  0.10675210253672476  |
|         Interestingness          |  0.0461503562599971  |  0.04944681027856832  |  0.0657406958604186  |  0.034898232373552676 |  0.025639733087748213 |  0.025639733087748213 | 0.04972470736805961  |  0.03807079895296656  |  0.022791256834525056 |  0.012820189682193464 |  0.02734950820143007  |  0.042733247522157417 | 0.03418631078366429  | 0.025640379364386928 | 0.025640379364386928 |  0.011395819906636963 |
|        Comprehensibility         |         0.5          |          0.5          |         0.5          |          0.5          |          0.5          |          0.5          |         0.5          |          0.5          |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |         0.5          | 0.43067655807339306  | 0.43067655807339306  |  0.43067655807339306  |
|           Completeness           | 0.07692307692307693  |  0.07692307692307693  | 0.08547008547008547  |  0.059829059829059825 |  0.05128205128205129  |  0.05128205128205129  | 0.06837606837606838  |  0.059829059829059825 |  0.03418803418803419  |  0.025641025641025644 |  0.03418803418803419  |  0.042735042735042736 | 0.05128205128205129  | 0.025641025641025644 | 0.025641025641025644 |  0.017094017094017096 |
|           Added Value            |  0.2608695652173913  |   0.3037267080745342  |  0.4301003344481605  |  0.24420289855072458  |  0.16086956521739132  |  0.16086956521739132  |  0.3881422924901186  |   0.2972332015810277  |  0.32753623188405795  |  0.16086956521739132  |  0.46086956521739136  |   0.6608695652173913  | 0.32753623188405806  |  0.6608695652173913  |  0.6608695652173913  |  0.32753623188405795  |
|        Casual Confidence         |  0.3136363636363636  |  0.33502373759171344  |   0.39967562557924   |   0.3021771771771771  |  0.25900900900900903  |  0.25900900900900903  | 0.37561241154055525  |  0.32866086009798584  |   0.3392330383480826  |  0.25442477876106195  |  0.40588235294117647  |   0.5073529411764706  |  0.3422619047619048  |  0.5043859649122807  |  0.5043859649122807  |   0.3362573099415205  |
|          Casual Support          |  0.6695652173913043  |   0.672463768115942   |  0.6811594202898551  |   0.6666666666666666  |   0.6608695652173913  |   0.6608695652173913  |  0.6753623188405797  |   0.6695652173913043  |   0.6666666666666666  |   0.6608695652173913  |   0.6695652173913044  |   0.6753623188405796  |  0.6695652173913044  |  0.6695652173913043  |  0.6695652173913043  |   0.663768115942029   |
|         Certainty Factor         | 0.39473684210526316  |  0.45958646616541365  |  0.6508097165991903  |   0.3695175438596491  |  0.24342105263157898  |  0.24342105263157898  |  0.5873205741626795  |  0.44976076555023925  |   0.4956140350877193  |  0.24342105263157898  |   0.6973684210526317  |          1.0          | 0.49561403508771945  |         1.0          |         1.0          |   0.4956140350877193  |
|            Conviction            |  1.652173913043478   |   1.8504347826086953  |  2.8637681159420287  |   1.586086956521739   |   1.3217391304347825  |   1.3217391304347825  |  2.423188405797101   |   1.8173913043478258  |   1.9826086956521738  |   1.3217391304347825  |   3.3043478260869565  |          inf          |  1.9826086956521738  |         inf          |         inf          |   1.9826086956521738  |
|        Coverage (Support)        | 0.043478260869565216 |  0.04057971014492753  | 0.03768115942028986  |  0.034782608695652174 |  0.034782608695652174 |  0.034782608695652174 | 0.03188405797101449  |  0.03188405797101449  |  0.017391304347826087 |  0.017391304347826087 |  0.014492753623188406 |  0.014492753623188406 | 0.02608695652173913  | 0.008695652173913044 | 0.008695652173913044 |  0.008695652173913044 |
| Descriptive Confirmed Confidence | 0.19999999999999996  |  0.28571428571428575  |  0.5384615384615384  |  0.16666666666666657  |          0.0          |          0.0          | 0.45454545454545453  |   0.2727272727272727  |   0.3333333333333333  |          0.0          |   0.6000000000000001  |          1.0          | 0.33333333333333337  |         1.0          |         1.0          |   0.3333333333333333  |
|    Difference of Proportions     |  0.2727272727272727  |   0.316573154941735   |  0.4469416126042631  |  0.25300300300300294  |  0.16666666666666669  |  0.16666666666666669  |  0.4009254218835057  |   0.3070223189983669  |   0.3333333333333333  |  0.16371681415929207  |  0.46764705882352947  |   0.6705882352941177  | 0.33630952380952395  |  0.6666666666666667  |  0.6666666666666667  |   0.3304093567251462  |
|   Example and Counter Example    |  0.3333333333333333  |   0.4444444444444444  |         0.7          |  0.28571428571428564  |          0.0          |          0.0          |        0.625         |  0.42857142857142855  |          0.5          |          0.0          |          0.75         |          1.0          |         0.5          |         1.0          |         1.0          |          0.5          |
|         Imbalance Ratio          |  0.8292682926829267  |   0.8442622950819672  |  0.8666666666666666  |   0.8606557377049179  |   0.8536585365853658  |   0.8536585365853658  |  0.8833333333333334  |   0.8760330578512396  |   0.9327731092436975  |   0.9249999999999998  |   0.9491525423728814  |   0.9572649572649573  |  0.8999999999999999  |  0.9743589743589745  |  0.9743589743589745  |   0.9661016949152541  |
|  Fisher's Exact Test (p-value)   | 0.03138474055083018  |  0.017586401111845062 | 0.001581310222284249 |  0.06889780057757167  |  0.18563562961168723  |  0.18563562961168723  | 0.008900664704585504 |  0.039844215324686516 |  0.10401457764544042  |  0.33022352070766636  |   0.0469618796164718  |  0.004235189462618694 | 0.043924405046092185 | 0.03834158248016817  | 0.03834158248016817  |   0.2663906469709074  |
|         Hyper Confidence         |  0.9686152594491698  |   0.9824135988881549  |  0.9984186897777158  |   0.9311021994224283  |   0.8143643703883128  |   0.8143643703883128  |  0.9910993352954145  |   0.9601557846753135  |   0.8959854223545596  |   0.6697764792923336  |   0.9530381203835282  |   0.9957648105373813  |  0.9560755949539078  |  0.9616584175198318  |  0.9616584175198318  |   0.7336093530290926  |
|            Hyper Lift            |        1.125         |         1.125         |  1.4285714285714286  |          1.0          |   0.8571428571428571  |   0.8571428571428571  |  1.3333333333333333  |   1.1666666666666667  |          1.0          |          0.75         |   1.3333333333333333  |   1.6666666666666667  |         1.2          |         1.5          |         1.5          |          1.0          |
|   Laplace Corrected Confidence   | 0.45454545454545453  |  0.47619047619047616  |         0.55         |  0.42105263157894735  |   0.3684210526315789  |   0.3684210526315789  |         0.5          |   0.4444444444444444  |  0.38461538461538464  |   0.3076923076923077  |   0.4166666666666667  |          0.5          |        0.4375        |         0.4          |         0.4          |          0.3          |
|            Importance            | 0.15490195998574316  |  0.22184874961635637  |  0.4393326938302626  |   0.1249387366082999  |          0.0          |          0.0          |  0.3521825181113625  |  0.20411998265592474  |  0.22184874961635637  |          0.0          |  0.39794000867203766  |   0.7781512503836435  | 0.24303804868629442  |  0.6020599913279623  |  0.6020599913279623  |  0.17609125905568115  |
|       Jaccard Coefficient        | 0.07317073170731707  |   0.0737704918032787  | 0.08333333333333334  |  0.05737704918032786  |  0.04878048780487805  |  0.04878048780487805  | 0.06666666666666667  |  0.05785123966942148  |  0.03361344537815126  |         0.025         |  0.03389830508474576  |  0.042735042735042736 |         0.05         | 0.025641025641025644 | 0.025641025641025644 |  0.01694915254237288  |
|            J-Measure             | 0.002671668955946381 | 0.0033720592679617376 | 0.006336479019303462 | 0.0018759861532240073 | 0.0008253476534255738 | 0.0008253476534255738 | 0.004340529664317165 | 0.0025379024181224376 | 0.0016802721269334514 | 0.0004126738267127869 | 0.0028168322464145685 | 0.0068062787438711945 | 0.002520408190400179 | 0.004083767246322717 | 0.004083767246322717 | 0.0008401360634667257 |
|              Kappa               | 0.06423982869379012  |  0.06999212767480135  | 0.09227898966704959  |  0.048492697316353556 |  0.03194474422620317  |  0.03194474422620317  | 0.07084114846342533  |  0.054249026114557605 |  0.03304818308108528  |  0.016231629743365013 |  0.038856304985337146 |  0.05571847507331338  | 0.04917319408181033  | 0.03361344537815076  | 0.03361344537815076  |   0.016659295297066   |
|             Klosgen              | 0.04213423581324773  |  0.04905628883970987  | 0.07322514371610371  |  0.03478486217582853  |  0.021214850013603584 |  0.021214850013603584 | 0.059105298169928634 |  0.042338629117167084 |   0.0352679159029407  |  0.015001164306474616 |  0.049624766624491785 |  0.07955934638711704  | 0.04319419912679649  |  0.0616264047184903  |  0.0616264047184903  |  0.024938182493286245 |
