|  Outcome selected for analysis   |           1            |           1            |           1           |           1            |           1            |           1            |           1            |          1           |          1           |           1            |           1            |          1           |           1            |          1           |           1           |          1           |          1           |          1           |           1           |           1           |           1           |          1           |          1           |          1           |           1            |          1           |           1           |          1           |          1           |          1           |          1           |           1           |           1           |          1           |           1           |           1            |           1            |           1            |           1            |           1           |           1           |           1            |           1            |           1           |           1           |          1           |           1           |          1           |           1           |          1           |          1           |           1           |          1           |           1           |          1           |          1           |          1           |          1           |           1           |
|            Conviction            |   2.4347826086956523   |   2.543478260869565    |   1.9130434782608696  |   0.8333333333333334   |   1.7391304347826086   |   0.9782608695652174   |          inf           |   5.08695652173913   |  2.0869565217391304  |   1.0434782608695652   |   0.9782608695652173   |  2.0869565217391304  |   1.2173913043478262   |  1.9565217391304346  |   0.6376811594202899  |  2.032608695652174   |  1.9130434782608696  |  1.9130434782608696  |   1.5543478260869568  |   1.2753623188405798  |   1.2753623188405798  |  3.8260869565217392  |  1.3768115942028982  |  4.130434782608695   |   0.9782608695652174   |  1.521739130434783   |   1.1594202898550725  |  3.913043478260869   |  1.7391304347826086  |  1.9565217391304346  |  3.913043478260869   |   0.8385093167701863  |   0.8695652173913043  |  3.913043478260869   |   0.6521739130434783  |   0.9565217391304347   |   0.8115942028985508   |   3.130434782608696    |   3.130434782608696    |   3.7173913043478257  |   1.4673913043478262  |   0.7173913043478262   |   2.782608695652174    |   1.391304347826087   |   1.2173913043478262  |  1.9130434782608696  |   0.8333333333333334  |  1.7391304347826086  |          inf          |  1.565217391304348   |  1.565217391304348   |   0.7826086956521741  |  0.5217391304347826  |   0.782608695652174   |         inf          |  3.304347826086956   |  3.130434782608696   |         inf          |          0.8          |
|        Coverage (Support)        |  0.30434782608695654   |   0.2826086956521739   |   0.2391304347826087  |  0.21739130434782608   |  0.21739130434782608   |  0.21739130434782608   |  0.21739130434782608   |  0.2826086956521739  |  0.2608695652173913  |   0.2608695652173913   |   0.2608695652173913   |  0.2608695652173913  |   0.2608695652173913   |  0.2608695652173913  |   0.2391304347826087  |  0.2391304347826087  |  0.2391304347826087  |  0.2391304347826087  |   0.2391304347826087  |   0.2391304347826087  |   0.2391304347826087  |  0.2391304347826087  | 0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608   | 0.21739130434782608  |  0.21739130434782608  | 0.21739130434782608  | 0.21739130434782608  | 0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608  |  0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608  |  0.21739130434782608   |  0.17391304347826086   |   0.1956521739130435   |   0.1956521739130435   |   0.1956521739130435  |   0.1956521739130435  |   0.1956521739130435   |  0.17391304347826086   |  0.17391304347826086  |  0.17391304347826086  |  0.2391304347826087  |  0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608  |  0.1956521739130435  |  0.1956521739130435  |   0.1956521739130435  |  0.1956521739130435  |  0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  |  0.17391304347826086  |
| Descriptive Confirmed Confidence |   0.7142857142857142   |   0.6923076923076924   |   0.6363636363636365  |  -0.19999999999999996  |   0.6000000000000001   |  -0.19999999999999996  |          1.0           |  0.8461538461538463  |  0.6666666666666667  |   0.3333333333333333   |   0.3333333333333333   |  0.6666666666666667  |          0.5           |  0.6666666666666667  |   0.4545454545454545  |  0.6363636363636365  |  0.6363636363636365  |  0.6363636363636365  |   0.6363636363636365  |   0.4545454545454545  |   0.4545454545454545  |  0.8181818181818181  |  0.4000000000000001  |         0.8          |  -0.19999999999999996  |  0.6000000000000001  |   0.4000000000000001  |         0.8          |  0.6000000000000001  |  0.6000000000000001  |         0.8          |  -0.4000000000000001  |  0.19999999999999996  |         0.8          |   0.4000000000000001  |          0.0           |          0.25          |   0.7777777777777777   |   0.7777777777777777   |   0.7777777777777777  |   0.5555555555555556  |  -0.3333333333333333   |   0.7500000000000001   |          0.5          |          0.5          |  0.6363636363636365  |  -0.19999999999999996 |  0.6000000000000001  |          1.0          |  0.5555555555555556  |  0.5555555555555556  |   0.3333333333333333  |  0.3333333333333333  |          0.5          |         1.0          |  0.7500000000000001  |  0.7500000000000001  |         1.0          |         -0.25         |
|    Difference of Proportions     |   0.2946428571428571   |  0.33100233100233123   |  0.21818181818181825  |  -0.12777777777777777  |   0.188888888888889    | -0.016666666666666607  |   0.5833333333333334   |  0.4382284382284383  |  0.2450980392156863  |  0.019607843137254832  | -0.009803921568627527  |  0.2450980392156863  |  0.07352941176470584   | 0.21568627450980393  |  -0.1298701298701299  | 0.24675324675324684  | 0.21818181818181825  | 0.21818181818181825  |  0.13246753246753262  |  0.09870129870129862  |  0.09870129870129862  | 0.33766233766233766  |  0.1444444444444446  |         0.4          | -0.016666666666666607  | 0.13333333333333341  |  0.06111111111111123  | 0.37222222222222223  |  0.188888888888889   | 0.24444444444444458  | 0.37222222222222223  |  -0.14444444444444443 |  -0.06666666666666665 | 0.37222222222222223  |  -0.1333333333333332  |  -0.02777777777777779  |  -0.08552631578947378  |   0.2942942942942942   |   0.2942942942942942   |  0.37537537537537535  |  0.12912912912912922  |  -0.23423423423423423  |   0.2697368421052633   |  0.11842105263157898  |  0.06578947368421062  | 0.21818181818181825  |  -0.12777777777777777 |  0.188888888888889   |   0.5833333333333334  |  0.1561561561561562  |  0.1561561561561562  |  -0.09009009009009017 | -0.19819819819819817 |  -0.06578947368421051 |         0.5          | 0.34868421052631593  | 0.32236842105263175  |  0.5526315789473685  |  -0.15131578947368418 |
|   Example and Counter Example    |   0.8333333333333334   |   0.8181818181818182   |   0.7777777777777778  |          -0.5          |          0.75          |          -0.5          |          1.0           |  0.9166666666666667  |         0.8          |          0.5           |          0.5           |         0.8          |   0.6666666666666667   |         0.8          |         0.625         |  0.7777777777777778  |  0.7777777777777778  |  0.7777777777777778  |   0.7777777777777778  |         0.625         |         0.625         |  0.8999999999999999  |  0.5714285714285715  |  0.8888888888888888  |          -0.5          |         0.75         |   0.5714285714285715  |  0.8888888888888888  |         0.75         |         0.75         |  0.8888888888888888  |  -1.3333333333333335  |   0.3333333333333333  |  0.8888888888888888  |   0.5714285714285715  |          0.0           |          0.4           |   0.8750000000000001   |   0.8750000000000001   |   0.8750000000000001  |   0.7142857142857143  |          -1.0          |   0.8571428571428572   |   0.6666666666666666  |   0.6666666666666666  |  0.7777777777777778  |          -0.5         |         0.75         |          1.0          |  0.7142857142857143  |  0.7142857142857143  |          0.5          |         0.5          |   0.6666666666666666  |         1.0          |  0.8571428571428572  |  0.8571428571428572  |         1.0          |  -0.6666666666666666  |
|         Imbalance Ratio          |  0.49999999999999994   |   0.5000000000000001   |   0.5937500000000001  |   0.4482758620689656   |   0.6250000000000001   |   0.3600000000000001   |   0.6000000000000001   |  0.5172413793103449  |        0.5625        |   0.5294117647058824   |   0.5428571428571428   |        0.5625        |   0.5714285714285714   |  0.5757575757575757  |   0.6585365853658537  |  0.5806451612903225  |  0.5937500000000001  |  0.5937500000000001  |   0.6285714285714284  |   0.5757575757575756  |   0.5757575757575756  |  0.6129032258064515  |  0.5666666666666668  |  0.6071428571428571  |   0.3600000000000001   |  0.6470588235294118  |   0.6060606060606061  |  0.6206896551724138  |  0.6250000000000001  |         0.6          |  0.6206896551724138  |  0.34615384615384615  |   0.5882352941176472  |  0.6206896551724138  |   0.6750000000000002  |   0.482758620689655    |   0.6857142857142857   |   0.6774193548387097   |   0.6774193548387097   |   0.6428571428571428  |   0.6666666666666665  |          0.5           |   0.7096774193548389   |   0.6875000000000001  |   0.7058823529411765  |  0.5937500000000001  |   0.4482758620689656  |  0.6250000000000001  |   0.6000000000000001  |  0.6562500000000001  |  0.6562500000000001  |   0.6756756756756755  |  0.7073170731707319  |   0.7435897435897435  |  0.7037037037037037  |  0.6785714285714287  |  0.6896551724137933  |  0.6799999999999999  |   0.5357142857142857  |
|  Fisher's Exact Test (p-value)   |  0.05186299253897941   |  0.038034063558737397  |  0.16882108845568256  |   0.858166775353389    |  0.23582624546889996   |   0.6718584721988012   | 0.0008018839555993251  | 0.005748800416979671 | 0.11734411068679806  |   0.5970159489877673   |   0.6684326256552712   | 0.11734411068679806  |  0.46549023612511453   | 0.15595184401346152  |   0.9210938838796492  | 0.13021335512901921  | 0.16882108845568256  | 0.16882108845568256  |  0.33019530977167677  |  0.41450666417081317  |  0.41450666417081317  | 0.04012864403347127  | 0.32814152780119876  | 0.02391500973463534  |   0.6718584721988012   |  0.3469674080799542  |   0.5154999443066772  | 0.03371822728780072  | 0.23582624546889996  | 0.15037651617046788  | 0.03371822728780072  |   0.8829544235102942  |   0.7806073046633201  | 0.03371822728780072  |   0.9132362774363161  |   0.6960859808278981   |   0.817852748800491    |  0.09798706532742418   |  0.09798706532742418   |  0.04254112308564939  |   0.3763185801194395  |   0.9498581962563811   |  0.14726290750360393   |  0.42033319956326687  |   0.5369342142727429  | 0.16882108845568256  |   0.858166775353389   | 0.23582624546889996  | 0.0008018839555993251 | 0.31972835512023323  | 0.31972835512023323  |   0.8362036714114967  |  0.9641364578847624  |   0.8238116466876733  | 0.008508224617129967 | 0.07317073170731714  | 0.09359047078842886  | 0.004145032505781243 |   0.8786334482307256  |
|         Hyper Confidence         |   0.9481370074610206   |   0.9619659364412626   |   0.8311789115443174  |  0.14183322464661097   |    0.7641737545311     |  0.32814152780119876   |   0.9991981160444007   |  0.9942511995830203  |  0.8826558893132019  |  0.40298405101223267   |   0.3315673743447288   |  0.8826558893132019  |   0.5345097638748855   |  0.8440481559865385  |  0.07890611612035081  |  0.8697866448709808  |  0.8311789115443174  |  0.8311789115443174  |   0.6698046902283232  |   0.5854933358291868  |   0.5854933358291868  |  0.9598713559665287  |  0.6718584721988012  |  0.9760849902653647  |  0.32814152780119876   |  0.6530325919200458  |   0.4845000556933228  |  0.9662817727121993  |   0.7641737545311    |  0.8496234838295321  |  0.9662817727121993  |  0.11704557648970582  |  0.21939269533667993  |  0.9662817727121993  |  0.08676372256368392  |   0.3039140191721019   |  0.18214725119950903   |   0.9020129346725758   |   0.9020129346725758   |   0.9574588769143506  |   0.6236814198805605  |  0.050141803743618873  |   0.8527370924963961   |   0.5796668004367331  |   0.4630657857272571  |  0.8311789115443174  |  0.14183322464661097  |   0.7641737545311    |   0.9991981160444007  |  0.6802716448797668  |  0.6802716448797668  |  0.16379632858850335  | 0.03586354211523757  |  0.17618835331232674  |   0.99149177538287   |  0.9268292682926829  |  0.9064095292115711  |  0.9958549674942188  |  0.12136655176927436  |
|            Hyper Lift            |          1.0           |          1.1           |          1.0          |   0.5714285714285714   |   0.8888888888888888   |   0.6666666666666666   |          1.25          |         1.2          |         1.0          |          0.8           |          0.8           |         1.0          |   0.8181818181818182   |         1.0          |   0.7272727272727273  |         1.0          |         1.0          |         1.0          |          0.9          |   0.8888888888888888  |   0.8888888888888888  |  1.1111111111111112  |        0.875         |        1.125         |   0.6666666666666666   |  0.8888888888888888  |   0.7777777777777778  |        1.125         |  0.8888888888888888  |         1.0          |        1.125         |          0.5          |   0.6666666666666666  |        1.125         |          0.7          |   0.7142857142857143   |   0.7142857142857143   |          1.0           |          1.0           |   1.1428571428571428  |         0.875         |  0.42857142857142855   |          1.0           |   0.8571428571428571  |   0.8571428571428571  |         1.0          |   0.5714285714285714  |  0.8888888888888888  |          1.25         |        0.875         |        0.875         |          0.75         |  0.6666666666666666  |          0.75         |  1.1428571428571428  |         1.0          |         1.0          |  1.3333333333333333  |          0.5          |
|   Laplace Corrected Confidence   |         0.8125         |          0.8           |   0.7692307692307693  |   0.4166666666666667   |          0.75          |   0.4166666666666667   |   0.9166666666666666   |  0.8666666666666667  |  0.7857142857142857  |   0.6428571428571429   |   0.6428571428571429   |  0.7857142857142857  |   0.7142857142857143   |  0.7857142857142857  |   0.6923076923076923  |  0.7692307692307693  |  0.7692307692307693  |  0.7692307692307693  |   0.7692307692307693  |   0.6923076923076923  |   0.6923076923076923  |  0.8461538461538461  |  0.6666666666666666  |  0.8333333333333334  |   0.4166666666666667   |         0.75         |   0.6666666666666666  |  0.8333333333333334  |         0.75         |         0.75         |  0.8333333333333334  |   0.3333333333333333  |   0.5833333333333334  |  0.8333333333333334  |   0.6666666666666666  |          0.5           |          0.6           |   0.8181818181818182   |   0.8181818181818182   |   0.8181818181818182  |   0.7272727272727273  |  0.36363636363636365   |          0.8           |          0.7          |          0.7          |  0.7692307692307693  |   0.4166666666666667  |         0.75         |   0.9166666666666666  |  0.7272727272727273  |  0.7272727272727273  |   0.6363636363636364  |  0.6363636363636364  |          0.7          |         0.9          |         0.8          |         0.8          |         0.9          |          0.4          |
|            Importance            |   0.6368220975871742   |   0.6020599913279623   |   0.5228787452803376  |  -0.14612803567823798  |  0.47712125471966244   |  -0.14612803567823798  |   1.041392685158225    |  0.8129133566428555  |  0.5642714304385625  |  0.25527250510330607   |  0.25527250510330607   |  0.5642714304385625  |   0.3979400086720376   |  0.5642714304385625  |   0.3521825181113625  |  0.5228787452803376  |  0.5228787452803376  |  0.5228787452803376  |   0.5228787452803376  |   0.3521825181113625  |   0.3521825181113625  |  0.7403626894942438  | 0.30102999566398114  |  0.6989700043360187  |  -0.14612803567823798  | 0.47712125471966244  |  0.30102999566398114  |  0.6989700043360187  | 0.47712125471966244  | 0.47712125471966244  |  0.6989700043360187  |  -0.30102999566398114 |  0.14612803567823804  |  0.6989700043360187  |  0.30102999566398114  |          0.0           |  0.17609125905568115   |   0.6532125137753436   |   0.6532125137753436   |   0.6532125137753436  |  0.42596873227228116  |  -0.24303804868629436  |   0.6020599913279623   |   0.3679767852945944  |   0.3679767852945944  |  0.5228787452803376  |  -0.14612803567823798 | 0.47712125471966244  |   1.041392685158225   | 0.42596873227228116  | 0.42596873227228116  |  0.24303804868629442  | 0.24303804868629442  |   0.3679767852945944  |  0.9542425094393249  |  0.6020599913279623  |  0.6020599913279623  |  0.9542425094393249  |  -0.17609125905568118 |
|       Jaccard Coefficient        |         0.375          |   0.3666666666666667   |        0.28125        |  0.13793103448275865   |          0.25          |          0.16          |          0.4           |  0.4137931034482759  | 0.31249999999999994  |   0.2352941176470588   |   0.2285714285714286   | 0.31249999999999994  |   0.2571428571428571   | 0.30303030303030304  |  0.19512195121951217  | 0.29032258064516125  |       0.28125        |       0.28125        |   0.2571428571428571  |  0.24242424242424243  |  0.24242424242424243  |  0.3225806451612903  | 0.23333333333333334  |  0.3214285714285714  |          0.16          | 0.23529411764705882  |  0.21212121212121215  |  0.3103448275862069  |         0.25         | 0.26666666666666666  |  0.3103448275862069  |  0.11538461538461536  |  0.17647058823529413  |  0.3103448275862069  |         0.175         |   0.1724137931034483   |  0.14285714285714288   |  0.25806451612903225   |  0.25806451612903225   |   0.2857142857142857  |  0.21212121212121215  |  0.09999999999999999   |  0.22580645161290325   |         0.1875        |  0.17647058823529413  |       0.28125        |  0.13793103448275865  |         0.25         |          0.4          | 0.21875000000000003  | 0.21875000000000003  |  0.16216216216216217  | 0.14634146341463414  |  0.15384615384615385  |  0.2962962962962963  |         0.25         |  0.2413793103448276  |         0.32         |  0.10714285714285714  |
|            J-Measure             |  0.014159936217355788  |  0.016580095760195653  |  0.00702017239673727  |  0.001901030962033116  |  0.00498148263065442   | 3.323468835245147e-05  |  0.05756909195859487   | 0.03181726746159013  | 0.009250576226671295 | 5.280261899543847e-05  | 1.3484825171354554e-05 | 0.009250576226671295 | 0.0008202492349224837  | 0.007373468749592693 | 0.0031209029987187623 | 0.00875607313459942  | 0.00702017239673727  | 0.00702017239673727  | 0.0028423266200883757 | 0.0013428323070935003 | 0.0013428323070935003 | 0.018688784389223688 | 0.002583069763111479 | 0.022928987464911944 | 3.323468835245147e-05  | 0.002628311003554965 | 0.0004873832623720634 | 0.020349263360573588 | 0.00498148263065442  |  0.007968455285541   | 0.020349263360573588 | 0.0025830697631114875 | 0.0005547462062560514 | 0.020349263360573588 |  0.00292366878886058  | 8.932059797538009e-05  | 0.0008570118417800246  |  0.012614516863099282  |  0.012614516863099282  |   0.0189498713454579  |   0.0022319521012333  |  0.00612476862115296   |  0.009762179824419131  | 0.0016813642938487772 | 0.0005468328232816557 | 0.00702017239673727  |  0.001901030962033116 | 0.00498148263065442  |  0.05756909195859487  | 0.003180335288228619 | 0.003180335288228619 | 0.0010976505705366608 | 0.006281252738356521 | 0.0006655410405706202 | 0.040242446525667254 | 0.015102806251110906 | 0.013209789415608724 |  0.0460552735668759  | 0.0023855185916387446 |
|              Kappa               |   0.2229729729729731   |  0.24525043177892908   |  0.13703099510603578  |  -0.0869565217391305   |  0.10967741935483871   | -0.012578616352201253  |   0.3783783783783783   |  0.3246977547495681  |  0.1650165016501651  |  0.013201320132013228  | -0.006482982171798994  |  0.1650165016501651  |   0.0477707006369428   | 0.14262560777957858  |  -0.07052186177715097 |  0.1580698835274541  | 0.13703099510603578  | 0.13703099510603578  |   0.0785824345146379  |  0.06199021207177807  |  0.06199021207177807  | 0.21207177814029352  | 0.08950086058519797  | 0.24784853700516365  | -0.012578616352201253  | 0.07430340557275536  |  0.035483870967741984 | 0.22558922558922545  | 0.10967741935483871  | 0.14814814814814808  | 0.22558922558922545  |  -0.10901467505241083 | -0.038709677419354875 | 0.22558922558922545  |  -0.06751054852320669 | -0.018450184501845195  |  -0.03915662650602412  |  0.15629984051036683   |  0.15629984051036683   |  0.21367521367521378  |   0.0670826833073322  |  -0.14364640883977908  |  0.12933753943217677   |  0.05678233438485821  |  0.030120481927710777 | 0.13703099510603578  |  -0.0869565217391305  | 0.10967741935483871  |   0.3783783783783783  | 0.08293460925039876  | 0.08293460925039876  |  -0.04392386530014644 | -0.08930987821380246 | -0.027063599458727952 |  0.2580645161290322  |  0.1799660441426146  | 0.16225165562913907  | 0.30053667262969563  |  -0.08695652173913038 |
|             Klosgen              |  0.10468869136039266   |  0.11611934759682153   |  0.07342959081232033  | -0.029488391230979422  |  0.06164773980817864   | -0.0038463118996929628 |  0.21285435840268033   |  0.1605714660026536  | 0.08446601523915886  |  0.006043896059625336  | -0.0030219480298126914 | 0.08446601523915886  |  0.024039449373081063  | 0.07433009341045982  |  -0.04120838222471837 | 0.08304537056155274  | 0.07342959081232033  | 0.07342959081232033  |  0.04458225156462309  |  0.03131837049078589  |  0.03131837049078589  | 0.11978816706644345  | 0.04409766725596271  | 0.13846722838894687  | -0.0038463118996929628 | 0.04351605162930259  |  0.018656705377522703 | 0.12885144863971446  | 0.06164773980817864  |  0.0797794279870547  | 0.12885144863971446  |  -0.02886869973877496 | -0.018843003091685625 | 0.12885144863971446  |  -0.04070553900550401 | -0.007167179058649853  | -0.023293331940612033  |  0.09871696897388078   |  0.09871696897388078   |  0.12591450124219486  |  0.04051708743603411  |  -0.04811449956462493  |  0.08692328641800344   |  0.03533063079691052  |  0.019628128220505855 | 0.07342959081232033  | -0.029488391230979422 | 0.06164773980817864  |  0.21285435840268033  | 0.04899740806218078  | 0.04899740806218078  | -0.026170837627341126 | -0.0575758427801505  | -0.019628128220505855 | 0.17225103769932262  | 0.11236424829644344  | 0.10388392767029678  |  0.1903827258781987  | -0.031922119903453075 |
|            Kulczynski            |   0.6285714285714286   |   0.6195054945054945   |   0.5590909090909091  |  0.28695652173913044   |   0.5333333333333333   |  0.30526315789473685   |          0.7           |  0.6758241758241759  |  0.5833333333333334  |   0.4666666666666667   |  0.46236559139784944   |  0.5833333333333334  |        0.515625        |  0.5779569892473119  |   0.4688995215311004  |  0.5642633228840126  |  0.5590909090909091  |  0.5590909090909091  |   0.5454545454545455  |  0.49696969696969695  |  0.49696969696969695  |  0.6212121212121212  | 0.47962962962962963  |  0.6166666666666667  |  0.30526315789473685   |        0.525         |   0.4666666666666667  |  0.6107142857142858  |  0.5333333333333333  |  0.5428571428571429  |  0.6107142857142858  |  0.22894736842105262  |  0.39999999999999997  |  0.6107142857142858  |   0.4445945945945946  |   0.3541666666666667   |        0.390625        |   0.5777777777777777   |   0.5777777777777777   |   0.5925925925925926  |   0.5017921146953406  |  0.22916666666666666   |   0.5541666666666667   |         0.475         |        0.46875        |  0.5590909090909091  |  0.28695652173913044  |  0.5333333333333333  |          0.7          |  0.5055555555555555  |  0.5055555555555555  |   0.4215686274509804  |  0.4122807017543859  |   0.4560810810810811  |  0.6481481481481481  |  0.5671296296296297  |        0.5625        |         0.66         |  0.25271739130434784  |
|     Goodman-Kruskal's Lambda     |   0.5294117647058824   |   0.4857142857142858   |   0.5675675675675675  |  0.45238095238095244   |   0.5789473684210527   |  0.35714285714285726   |  0.41666666666666663   | 0.47058823529411764  |  0.5555555555555556  |   0.5789473684210527   |   0.6052631578947368   |  0.5555555555555556  |   0.6216216216216216   |  0.5833333333333334  |   0.7894736842105263  |  0.5405405405405406  |  0.5675675675675675  |  0.5675675675675675  |   0.6486486486486486  |   0.5789473684210527  |   0.5789473684210527  |  0.5555555555555556  |  0.5128205128205129  | 0.48648648648648657  |  0.35714285714285726   |  0.631578947368421   |   0.5897435897435898  |  0.5135135135135136  |  0.5789473684210527  |  0.5263157894736843  |  0.5135135135135136  |  0.37209302325581406  |          0.6          |  0.5135135135135136  |   0.7692307692307693  |  0.46341463414634143   |   0.6585365853658536   |   0.5789473684210527   |   0.5789473684210527   |   0.5000000000000001  |   0.6153846153846154  |  0.48837209302325585   |   0.5897435897435898   |          0.6          |          0.65         |  0.5675675675675675  |  0.45238095238095244  |  0.5789473684210527  |  0.41666666666666663  |  0.5897435897435898  |  0.5897435897435898  |          0.7          |         0.8          |         0.775         |  0.5000000000000001  |  0.5128205128205129  |  0.5384615384615385  |  0.4473684210526315  |   0.4651162790697675  |
|       Least Contradiction        |   0.3333333333333333   |   0.3214285714285714   |  0.23333333333333334  |  -0.08695652173913043  |  0.19999999999999998   |  -0.10526315789473684  |          0.4           | 0.39285714285714285  | 0.26666666666666666  |  0.13333333333333333   |  0.12903225806451613   | 0.26666666666666666  |  0.18750000000000003   | 0.25806451612903225  |  0.13157894736842105  |  0.2413793103448276  | 0.23333333333333334  | 0.23333333333333334  |  0.21212121212121215  |  0.16666666666666666  |  0.16666666666666666  |         0.3          | 0.14814814814814817  |  0.2962962962962963  |  -0.10526315789473684  |        0.1875        |  0.13333333333333336  |  0.2857142857142857  | 0.19999999999999998  | 0.21428571428571427  |  0.2857142857142857  |  -0.2105263157894737  |  0.06666666666666667  |  0.2857142857142857  |  0.10810810810810811  |          0.0           |         0.0625         |  0.23333333333333334   |  0.23333333333333334   |  0.25925925925925924  |  0.16129032258064518  |         -0.125         |  0.20000000000000004   |  0.13333333333333333  |         0.125         | 0.23333333333333334  |  -0.08695652173913043 | 0.19999999999999998  |          0.4          | 0.16666666666666669  | 0.16666666666666669  |  0.08823529411764706  | 0.07894736842105263  |   0.1081081081081081  |  0.2962962962962963  | 0.22222222222222224  |  0.2142857142857143  |         0.32         |  -0.08695652173913043 |
|        Lerman Similarity         |   0.9496648640637745   |   1.0973842852299558   |   0.6817786549807436  |  -0.4472135954999579   |   0.5788544409159492   |  -0.06417938247608357  |   1.9582600973046589   |  1.452874969177688   |  0.7770873402002615  |  0.06216698721602088   | -0.030578037261838064  |  0.7770873402002615  |  0.22572347453581734   |  0.6727168197604343  |  -0.3605810903195955  |  0.7842406469921791  |  0.6817786549807436  |  0.6817786549807436  |  0.39467348244269257  |  0.30842367725319353  |  0.30842367725319353  |  1.0551336327082936  |  0.4665976484504099  |  1.292116564939597   |  -0.06417938247608357  |  0.3956282840374723  |  0.18727643676692482  |  1.180719856224154   |  0.5788544409159492  |  0.7753981145352653  |  1.180719856224154   |  -0.5562213147927254  |  -0.20430156738209954 |  1.180719856224154   |  -0.36792683071700133 |  -0.09517337345336015  |  -0.23959317875170777  |   0.8793571066950034   |   0.8793571066950034   |   1.1823007371649286  |  0.37956611795486955  |    -0.7825080450575    |   0.7804216623175529   |   0.3426241444320964  |   0.1843024451936215  |  0.6817786549807436  |  -0.4472135954999579  |  0.5788544409159492  |   1.9582600973046589  |  0.4665976484504099  |  0.4665976484504099  |  -0.2528608687120869  | -0.5262013605584339  |  -0.1713977925477653  |  1.524887472419743   |  1.0634083689242944  |  0.965435247642898   |  1.7515210780794281  |          -0.5         |
|        Piatetsky-Shapiro         |  0.06238185255198486   |   0.0671077504725898   |  0.039697542533081276 | -0.021739130434782608  |  0.03213610586011342   | -0.0028355387523629483 |  0.09924385633270322   | 0.08884688090737239  | 0.047258979206049156 | 0.0037807183364839403  | -0.0018903591682419563 | 0.047258979206049156 |  0.01417769376181477   | 0.04158790170132326  | -0.023629489603024578 | 0.044896030245746676 | 0.039697542533081276 | 0.039697542533081276 |  0.024102079395085074 |  0.017958412098298654 |  0.017958412098298654 | 0.06143667296786387  | 0.02457466918714557  | 0.06805293005671079  | -0.0028355387523629483 | 0.022684310018903586 |  0.010396975425330829 | 0.06332703213610585  | 0.03213610586011342  | 0.04158790170132323  | 0.06332703213610585  | -0.024574669187145556 | -0.011342155009451793 | 0.06332703213610585  | -0.022684310018903586 | -0.004725897920604918  | -0.012287334593572771  |  0.046313799621928164  |  0.046313799621928164  |  0.05907372400756142  |  0.020321361058601134 |  -0.03686200378071834  |  0.03875236294896031   |  0.01701323251417769  |  0.009451795841209837 | 0.039697542533081276 | -0.021739130434782608 | 0.03213610586011342  |  0.09924385633270322  | 0.02457466918714557  | 0.02457466918714557  | -0.014177693761814741 | -0.03119092627599246 | -0.009451795841209837 |  0.0718336483931947  | 0.050094517958412105 | 0.04631379962192818  | 0.07939508506616258  | -0.021739130434782608 |
|          Max Confidence          |   0.8571428571428571   |   0.8461538461538463   |   0.8181818181818182  |          0.4           |          0.8           |          0.4           |          1.0           |  0.9230769230769231  |  0.8333333333333334  |   0.6666666666666666   |   0.6666666666666666   |  0.8333333333333334  |          0.75          |  0.8333333333333334  |   0.7272727272727272  |  0.8181818181818182  |  0.8181818181818182  |  0.8181818181818182  |   0.8181818181818182  |   0.7272727272727272  |   0.7272727272727272  |  0.9090909090909091  |  0.7000000000000001  |         0.9          |          0.4           |         0.8          |   0.7000000000000001  |         0.9          |         0.8          |         0.8          |         0.9          |          0.3          |          0.6          |         0.9          |   0.7000000000000001  |          0.5           |         0.625          |   0.8888888888888888   |   0.8888888888888888   |   0.8888888888888888  |   0.7777777777777778  |   0.3333333333333333   |   0.8750000000000001   |          0.75         |          0.75         |  0.8181818181818182  |          0.4          |         0.8          |          1.0          |  0.7777777777777778  |  0.7777777777777778  |   0.6666666666666666  |  0.6666666666666666  |          0.75         |         1.0          |  0.8750000000000001  |  0.8750000000000001  |         1.0          |         0.375         |
|            Odds Ratio            |   4.666666666666667    |   5.176470588235295    |   3.0000000000000004  |   0.5964912280701753   |   2.5454545454545454   |   0.9333333333333333   |          inf           |        12.75         |  3.5000000000000004  |   1.0909090909090908   |   0.9565217391304348   |  3.5000000000000004  |   1.4347826086956523   |  3.0952380952380953  |   0.4444444444444445  |        3.375         |  3.0000000000000004  |  3.0000000000000004  |   2.0625000000000004  |   1.5757575757575757  |   1.5757575757575757  |         7.5          |  1.8666666666666667  |  9.000000000000002   |   0.9333333333333333   |         2.0          |   1.318840579710145   |  8.052631578947368   |  2.5454545454545454  |  3.1999999999999997  |  8.052631578947368   |   0.5357142857142857  |          0.75         |  8.052631578947368   |  0.46666666666666673  |   0.894736842105263    |   0.6790123456790123   |   5.454545454545454    |   5.454545454545454    |   7.578947368421053   |   1.8958333333333335  |   0.380952380952381    |   4.565217391304349    |   1.7500000000000004  |   1.3846153846153846  |  3.0000000000000004  |   0.5964912280701753  |  2.5454545454545454  |          inf          |  2.130434782608696   |  2.130434782608696   |   0.6428571428571428  | 0.31250000000000006  |   0.6774193548387097  |         inf          |  6.300000000000001   |  5.666666666666667   |         inf          |          0.54         |
