names,values,assay_name
Fatty acyl-CoA reductase,0,C2-S1-B2.4-R3
A1U2T0,528,C2-S1-B2.4-R3
A1U3L3,1528867,C2-S1-B2.4-R3
AHR_ECOLI,555,C2-S1-B2.5-R1-IPTG0.5
LCFA_ECOLI,126425,C2-S1-B2.5-R1-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",98099,C2-S1-B2.5-R1-IPTG0.5
Fatty acyl-CoA reductase,2281,C2-S1-B2.5-R1-IPTG0.5
A1U2T0,3546,C2-S1-B2.5-R1-IPTG0.5
A1U3L3,654325,C2-S1-B2.5-R1-IPTG0.5
AHR_ECOLI,1262,C2-S1-B2.5-R1-IPTG1.0
LCFA_ECOLI,124402,C2-S1-B2.5-R1-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",98669,C2-S1-B2.5-R1-IPTG1.0
Fatty acyl-CoA reductase,0,C2-S1-B2.5-R1-IPTG1.0
A1U2T0,2857,C2-S1-B2.5-R1-IPTG1.0
A1U3L3,657821,C2-S1-B2.5-R1-IPTG1.0
AHR_ECOLI,677,C2-S1-B2.5-R2-IPTG0.5
LCFA_ECOLI,116034,C2-S1-B2.5-R2-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",101637,C2-S1-B2.5-R2-IPTG0.5
Fatty acyl-CoA reductase,0,C2-S1-B2.5-R2-IPTG0.5
A1U2T0,0,C2-S1-B2.5-R2-IPTG0.5
A1U3L3,617761,C2-S1-B2.5-R2-IPTG0.5
AHR_ECOLI,1153,C2-S1-B2.5-R2-IPTG1.0
LCFA_ECOLI,119281,C2-S1-B2.5-R2-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",83206,C2-S1-B2.5-R2-IPTG1.0
Fatty acyl-CoA reductase,0,C2-S1-B2.5-R2-IPTG1.0
A1U2T0,0,C2-S1-B2.5-R2-IPTG1.0
A1U3L3,582479,C2-S1-B2.5-R2-IPTG1.0
AHR_ECOLI,1024,C2-S1-B2.5-R3-IPTG0.5
LCFA_ECOLI,126423,C2-S1-B2.5-R3-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",100199,C2-S1-B2.5-R3-IPTG0.5
Fatty acyl-CoA reductase,0,C2-S1-B2.5-R3-IPTG0.5
A1U2T0,3168,C2-S1-B2.5-R3-IPTG0.5
A1U3L3,664445,C2-S1-B2.5-R3-IPTG0.5
AHR_ECOLI,829,C2-S1-B2.5-R3-IPTG1.0
LCFA_ECOLI,128663,C2-S1-B2.5-R3-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",101191,C2-S1-B2.5-R3-IPTG1.0
Fatty acyl-CoA reductase,0,C2-S1-B2.5-R3-IPTG1.0
A1U2T0,0,C2-S1-B2.5-R3-IPTG1.0
A1U3L3,696201,C2-S1-B2.5-R3-IPTG1.0
AHR_ECOLI,1241,C2-S10-B2.3-R1
LCFA_ECOLI,97378,C2-S10-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",83055,C2-S10-B2.3-R1
Fatty acyl-CoA reductase,1317,C2-S10-B2.3-R1
A1U2T0,1789,C2-S10-B2.3-R1
A1U3L3,451135,C2-S10-B2.3-R1
AHR_ECOLI,2666,C2-S10-B2.3-R2
LCFA_ECOLI,98642,C2-S10-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",81822,C2-S10-B2.3-R2
Fatty acyl-CoA reductase,2582,C2-S10-B2.3-R2
A1U2T0,936,C2-S10-B2.3-R2
A1U3L3,444221,C2-S10-B2.3-R2
AHR_ECOLI,832,C2-S10-B2.3-R3
LCFA_ECOLI,95122,C2-S10-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",88422,C2-S10-B2.3-R3
Fatty acyl-CoA reductase,1221,C2-S10-B2.3-R3
A1U2T0,655,C2-S10-B2.3-R3
A1U3L3,448846,C2-S10-B2.3-R3
AHR_ECOLI,0,C2-S11-B2.3-R1
LCFA_ECOLI,174649,C2-S11-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",162636,C2-S11-B2.3-R1
Fatty acyl-CoA reductase,1668,C2-S11-B2.3-R1
A1U2T0,0,C2-S11-B2.3-R1
A1U3L3,123592,C2-S11-B2.3-R1
AHR_ECOLI,492,C2-S11-B2.3-R2
LCFA_ECOLI,154436,C2-S11-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",183474,C2-S11-B2.3-R2
Fatty acyl-CoA reductase,1337,C2-S11-B2.3-R2
A1U2T0,0,C2-S11-B2.3-R2
A1U3L3,116441,C2-S11-B2.3-R2
AHR_ECOLI,350,C2-S11-B2.3-R3
LCFA_ECOLI,154485,C2-S11-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",178113,C2-S11-B2.3-R3
Fatty acyl-CoA reductase,1434,C2-S11-B2.3-R3
A1U2T0,894,C2-S11-B2.3-R3
A1U3L3,108800,C2-S11-B2.3-R3
AHR_ECOLI,4359,C2-S11-B2.4-R1
LCFA_ECOLI,269720,C2-S11-B2.4-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",250711,C2-S11-B2.4-R1
Fatty acyl-CoA reductase,1224,C2-S11-B2.4-R1
A1U2T0,47683,C2-S11-B2.4-R1
A1U3L3,1489403,C2-S11-B2.4-R1
AHR_ECOLI,2978,C2-S11-B2.4-R2
LCFA_ECOLI,246862,C2-S11-B2.4-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",228708,C2-S11-B2.4-R2
Fatty acyl-CoA reductase,0,C2-S11-B2.4-R2
A1U2T0,626,C2-S11-B2.4-R2
A1U3L3,1395259,C2-S11-B2.4-R2
AHR_ECOLI,2836,C2-S11-B2.4-R3
LCFA_ECOLI,229763,C2-S11-B2.4-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",213330,C2-S11-B2.4-R3
Fatty acyl-CoA reductase,0,C2-S11-B2.4-R3
A1U2T0,1403,C2-S11-B2.4-R3
A1U3L3,1268031,C2-S11-B2.4-R3
AHR_ECOLI,1575,C2-S14-B2.4-R1
LCFA_ECOLI,234896,C2-S14-B2.4-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",159139,C2-S14-B2.4-R1
Fatty acyl-CoA reductase,0,C2-S14-B2.4-R1
A1U2T0,0,C2-S14-B2.4-R1
A1U3L3,199425,C2-S14-B2.4-R1
AHR_ECOLI,1353,C2-S14-B2.4-R2
LCFA_ECOLI,201418,C2-S14-B2.4-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",156355,C2-S14-B2.4-R2
Fatty acyl-CoA reductase,0,C2-S14-B2.4-R2
A1U2T0,38410,C2-S14-B2.4-R2
A1U3L3,207290,C2-S14-B2.4-R2
AHR_ECOLI,866,C2-S14-B2.4-R3
LCFA_ECOLI,226752,C2-S14-B2.4-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",159985,C2-S14-B2.4-R3
Fatty acyl-CoA reductase,0,C2-S14-B2.4-R3
A1U2T0,30344,C2-S14-B2.4-R3
A1U3L3,189071,C2-S14-B2.4-R3
AHR_ECOLI,5622,C2-S15-B2.3-R1
LCFA_ECOLI,113120,C2-S15-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",137849,C2-S15-B2.3-R1
Fatty acyl-CoA reductase,803,C2-S15-B2.3-R1
A1U2T0,143854,C2-S15-B2.3-R1
A1U3L3,4666,C2-S15-B2.3-R1
AHR_ECOLI,7013,C2-S15-B2.3-R2
LCFA_ECOLI,112906,C2-S15-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",141282,C2-S15-B2.3-R2
Fatty acyl-CoA reductase,1960,C2-S15-B2.3-R2
A1U2T0,140824,C2-S15-B2.3-R2
A1U3L3,3598,C2-S15-B2.3-R2
AHR_ECOLI,6996,C2-S15-B2.3-R3
LCFA_ECOLI,109250,C2-S15-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",145986,C2-S15-B2.3-R3
Fatty acyl-CoA reductase,1080,C2-S15-B2.3-R3
A1U2T0,146146,C2-S15-B2.3-R3
A1U3L3,2006,C2-S15-B2.3-R3
AHR_ECOLI,5982,C2-S16-B2.3-R1
LCFA_ECOLI,53887,C2-S16-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",128698,C2-S16-B2.3-R1
Fatty acyl-CoA reductase,1914,C2-S16-B2.3-R1
A1U2T0,145263,C2-S16-B2.3-R1
A1U3L3,972,C2-S16-B2.3-R1
AHR_ECOLI,6076,C2-S16-B2.3-R2
LCFA_ECOLI,50384,C2-S16-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",117775,C2-S16-B2.3-R2
Fatty acyl-CoA reductase,2825,C2-S16-B2.3-R2
A1U2T0,135221,C2-S16-B2.3-R2
A1U3L3,2806,C2-S16-B2.3-R2
AHR_ECOLI,6608,C2-S16-B2.3-R3
LCFA_ECOLI,57026,C2-S16-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",124320,C2-S16-B2.3-R3
Fatty acyl-CoA reductase,1386,C2-S16-B2.3-R3
A1U2T0,132103,C2-S16-B2.3-R3
A1U3L3,1219,C2-S16-B2.3-R3
AHR_ECOLI,7410,C2-S17-B2.3-R1
LCFA_ECOLI,33553,C2-S17-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",129741,C2-S17-B2.3-R1
Fatty acyl-CoA reductase,2766,C2-S17-B2.3-R1
A1U2T0,160903,C2-S17-B2.3-R1
A1U3L3,2752,C2-S17-B2.3-R1
AHR_ECOLI,7846,C2-S17-B2.3-R2
LCFA_ECOLI,39194,C2-S17-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",145453,C2-S17-B2.3-R2
Fatty acyl-CoA reductase,3252,C2-S17-B2.3-R2
A1U2T0,186287,C2-S17-B2.3-R2
A1U3L3,315,C2-S17-B2.3-R2
AHR_ECOLI,7846,C2-S17-B2.3-R3
LCFA_ECOLI,40577,C2-S17-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",148249,C2-S17-B2.3-R3
Fatty acyl-CoA reductase,2473,C2-S17-B2.3-R3
A1U2T0,163056,C2-S17-B2.3-R3
A1U3L3,446,C2-S17-B2.3-R3
AHR_ECOLI,1720,C2-S18-B2.5-R1
LCFA_ECOLI,118042,C2-S18-B2.5-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",139074,C2-S18-B2.5-R1
Fatty acyl-CoA reductase,0,C2-S18-B2.5-R1
A1U2T0,43849,C2-S18-B2.5-R1
A1U3L3,6559,C2-S18-B2.5-R1
AHR_ECOLI,2062,C2-S18-B2.5-R2
LCFA_ECOLI,110866,C2-S18-B2.5-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",134005,C2-S18-B2.5-R2
Fatty acyl-CoA reductase,1337,C2-S18-B2.5-R2
A1U2T0,39926,C2-S18-B2.5-R2
A1U3L3,10925,C2-S18-B2.5-R2
AHR_ECOLI,3807,C2-S18-B2.5-R3
LCFA_ECOLI,112250,C2-S18-B2.5-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",139871,C2-S18-B2.5-R3
Fatty acyl-CoA reductase,0,C2-S18-B2.5-R3
A1U2T0,38340,C2-S18-B2.5-R3
A1U3L3,12384,C2-S18-B2.5-R3
AHR_ECOLI,7300,C2-S19-B2.3-R1
LCFA_ECOLI,3380,C2-S19-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",114318,C2-S19-B2.3-R1
Fatty acyl-CoA reductase,651,C2-S19-B2.3-R1
A1U2T0,140726,C2-S19-B2.3-R1
A1U3L3,1209,C2-S19-B2.3-R1
AHR_ECOLI,6225,C2-S19-B2.3-R2
LCFA_ECOLI,2592,C2-S19-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",112921,C2-S19-B2.3-R2
Fatty acyl-CoA reductase,2163,C2-S19-B2.3-R2
A1U2T0,131983,C2-S19-B2.3-R2
A1U3L3,0,C2-S19-B2.3-R2
AHR_ECOLI,6533,C2-S19-B2.3-R3
LCFA_ECOLI,2532,C2-S19-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",112486,C2-S19-B2.3-R3
Fatty acyl-CoA reductase,0,C2-S19-B2.3-R3
A1U2T0,126356,C2-S19-B2.3-R3
A1U3L3,1872,C2-S19-B2.3-R3
AHR_ECOLI,1970,C2-S2-B2.4-R1
LCFA_ECOLI,285965,C2-S2-B2.4-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",22397,C2-S2-B2.4-R1
Fatty acyl-CoA reductase,0,C2-S2-B2.4-R1
A1U2T0,5618,C2-S2-B2.4-R1
A1U3L3,1629038,C2-S2-B2.4-R1
AHR_ECOLI,2230,C2-S2-B2.4-R2
LCFA_ECOLI,294208,C2-S2-B2.4-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",25199,C2-S2-B2.4-R2
Fatty acyl-CoA reductase,887,C2-S2-B2.4-R2
A1U2T0,18468,C2-S2-B2.4-R2
A1U3L3,1690829,C2-S2-B2.4-R2
AHR_ECOLI,1964,C2-S2-B2.4-R3
LCFA_ECOLI,296409,C2-S2-B2.4-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",17736,C2-S2-B2.4-R3
Fatty acyl-CoA reductase,1135,C2-S2-B2.4-R3
A1U2T0,5642,C2-S2-B2.4-R3
A1U3L3,1809021,C2-S2-B2.4-R3
AHR_ECOLI,1177,C2-S2-B2.5-R1-IPTG0.5
LCFA_ECOLI,167943,C2-S2-B2.5-R1-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",11995,C2-S2-B2.5-R1-IPTG0.5
Fatty acyl-CoA reductase,0,C2-S2-B2.5-R1-IPTG0.5
A1U2T0,3359,C2-S2-B2.5-R1-IPTG0.5
A1U3L3,833818,C2-S2-B2.5-R1-IPTG0.5
AHR_ECOLI,403,C2-S2-B2.5-R1-IPTG1.0
LCFA_ECOLI,159832,C2-S2-B2.5-R1-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",13776,C2-S2-B2.5-R1-IPTG1.0
Fatty acyl-CoA reductase,0,C2-S2-B2.5-R1-IPTG1.0
A1U2T0,3292,C2-S2-B2.5-R1-IPTG1.0
A1U3L3,853364,C2-S2-B2.5-R1-IPTG1.0
AHR_ECOLI,337,C2-S2-B2.5-R2-IPTG0.5
LCFA_ECOLI,152727,C2-S2-B2.5-R2-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",11225,C2-S2-B2.5-R2-IPTG0.5
Fatty acyl-CoA reductase,0,C2-S2-B2.5-R2-IPTG0.5
A1U2T0,3454,C2-S2-B2.5-R2-IPTG0.5
A1U3L3,754733,C2-S2-B2.5-R2-IPTG0.5
AHR_ECOLI,0,C2-S2-B2.5-R2-IPTG1.0
LCFA_ECOLI,161812,C2-S2-B2.5-R2-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",14494,C2-S2-B2.5-R2-IPTG1.0
Fatty acyl-CoA reductase,377,C2-S2-B2.5-R2-IPTG1.0
A1U2T0,5970,C2-S2-B2.5-R2-IPTG1.0
A1U3L3,858283,C2-S2-B2.5-R2-IPTG1.0
AHR_ECOLI,0,C2-S2-B2.5-R3-IPTG0.5
LCFA_ECOLI,159938,C2-S2-B2.5-R3-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",14056,C2-S2-B2.5-R3-IPTG0.5
Fatty acyl-CoA reductase,0,C2-S2-B2.5-R3-IPTG0.5
A1U2T0,2428,C2-S2-B2.5-R3-IPTG0.5
A1U3L3,818273,C2-S2-B2.5-R3-IPTG0.5
AHR_ECOLI,0,C2-S2-B2.5-R3-IPTG1.0
LCFA_ECOLI,162690,C2-S2-B2.5-R3-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",12438,C2-S2-B2.5-R3-IPTG1.0
Fatty acyl-CoA reductase,0,C2-S2-B2.5-R3-IPTG1.0
A1U2T0,2057,C2-S2-B2.5-R3-IPTG1.0
A1U3L3,876645,C2-S2-B2.5-R3-IPTG1.0
AHR_ECOLI,4434,C2-S20-B2.3-R1
LCFA_ECOLI,677233,C2-S20-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",261506,C2-S20-B2.3-R1
Fatty acyl-CoA reductase,2060,C2-S20-B2.3-R1
A1U2T0,389797,C2-S20-B2.3-R1
A1U3L3,3005,C2-S20-B2.3-R1
AHR_ECOLI,5355,C2-S20-B2.3-R2
LCFA_ECOLI,689653,C2-S20-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",262631,C2-S20-B2.3-R2
Fatty acyl-CoA reductase,2144,C2-S20-B2.3-R2
A1U2T0,371748,C2-S20-B2.3-R2
A1U3L3,2230,C2-S20-B2.3-R2
AHR_ECOLI,4287,C2-S20-B2.3-R3
LCFA_ECOLI,660478,C2-S20-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",269566,C2-S20-B2.3-R3
Fatty acyl-CoA reductase,4529,C2-S20-B2.3-R3
A1U2T0,371240,C2-S20-B2.3-R3
A1U3L3,312,C2-S20-B2.3-R3
AHR_ECOLI,2324,C2-S21-B2.3-R1
LCFA_ECOLI,47889,C2-S21-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",59855,C2-S21-B2.3-R1
Fatty acyl-CoA reductase,3673,C2-S21-B2.3-R1
A1U2T0,28448,C2-S21-B2.3-R1
A1U3L3,435,C2-S21-B2.3-R1
AHR_ECOLI,435,C2-S21-B2.3-R2
LCFA_ECOLI,41662,C2-S21-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",49064,C2-S21-B2.3-R2
Fatty acyl-CoA reductase,3520,C2-S21-B2.3-R2
A1U2T0,24336,C2-S21-B2.3-R2
A1U3L3,657,C2-S21-B2.3-R2
AHR_ECOLI,1178,C2-S21-B2.3-R3
LCFA_ECOLI,49461,C2-S21-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",64696,C2-S21-B2.3-R3
Fatty acyl-CoA reductase,4597,C2-S21-B2.3-R3
A1U2T0,28093,C2-S21-B2.3-R3
A1U3L3,828,C2-S21-B2.3-R3
AHR_ECOLI,625,C2-S22-B2.3-R1
LCFA_ECOLI,11739,C2-S22-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",45913,C2-S22-B2.3-R1
Fatty acyl-CoA reductase,3377,C2-S22-B2.3-R1
A1U2T0,48094,C2-S22-B2.3-R1
A1U3L3,408,C2-S22-B2.3-R1
AHR_ECOLI,3280,C2-S22-B2.3-R2
LCFA_ECOLI,10798,C2-S22-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",45441,C2-S22-B2.3-R2
Fatty acyl-CoA reductase,1605,C2-S22-B2.3-R2
A1U2T0,50924,C2-S22-B2.3-R2
A1U3L3,0,C2-S22-B2.3-R2
AHR_ECOLI,2045,C2-S22-B2.3-R3
LCFA_ECOLI,11314,C2-S22-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",43247,C2-S22-B2.3-R3
Fatty acyl-CoA reductase,0,C2-S22-B2.3-R3
A1U2T0,36895,C2-S22-B2.3-R3
A1U3L3,1378,C2-S22-B2.3-R3
AHR_ECOLI,548,C2-S23-B2.3-R1
LCFA_ECOLI,1962,C2-S23-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",50771,C2-S23-B2.3-R1
Fatty acyl-CoA reductase,1835,C2-S23-B2.3-R1
A1U2T0,34034,C2-S23-B2.3-R1
A1U3L3,435,C2-S23-B2.3-R1
AHR_ECOLI,996,C2-S23-B2.3-R2
LCFA_ECOLI,906,C2-S23-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",48390,C2-S23-B2.3-R2
Fatty acyl-CoA reductase,3608,C2-S23-B2.3-R2
A1U2T0,32743,C2-S23-B2.3-R2
A1U3L3,0,C2-S23-B2.3-R2
AHR_ECOLI,1888,C2-S23-B2.3-R3
LCFA_ECOLI,1785,C2-S23-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",53796,C2-S23-B2.3-R3
Fatty acyl-CoA reductase,2530,C2-S23-B2.3-R3
A1U2T0,34253,C2-S23-B2.3-R3
A1U3L3,1682,C2-S23-B2.3-R3
AHR_ECOLI,6290,C2-S24-B2.4-R1
LCFA_ECOLI,1865,C2-S24-B2.4-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",43929,C2-S24-B2.4-R1
Fatty acyl-CoA reductase,0,C2-S24-B2.4-R1
A1U2T0,51402,C2-S24-B2.4-R1
A1U3L3,9208,C2-S24-B2.4-R1
AHR_ECOLI,4330,C2-S24-B2.4-R2
LCFA_ECOLI,178,C2-S24-B2.4-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",47381,C2-S24-B2.4-R2
Fatty acyl-CoA reductase,795,C2-S24-B2.4-R2
A1U2T0,52750,C2-S24-B2.4-R2
A1U3L3,4972,C2-S24-B2.4-R2
AHR_ECOLI,4773,C2-S24-B2.4-R3
LCFA_ECOLI,5650,C2-S24-B2.4-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",42775,C2-S24-B2.4-R3
Fatty acyl-CoA reductase,1574,C2-S24-B2.4-R3
A1U2T0,50792,C2-S24-B2.4-R3
A1U3L3,4815,C2-S24-B2.4-R3
AHR_ECOLI,725,C2-S3-B2.5-R1
LCFA_ECOLI,181131,C2-S3-B2.5-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",7492,C2-S3-B2.5-R1
Fatty acyl-CoA reductase,0,C2-S3-B2.5-R1
A1U2T0,0,C2-S3-B2.5-R1
A1U3L3,761837,C2-S3-B2.5-R1
AHR_ECOLI,252,C2-S3-B2.5-R1-IPTG0.5
LCFA_ECOLI,170654,C2-S3-B2.5-R1-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",5744,C2-S3-B2.5-R1-IPTG0.5
Fatty acyl-CoA reductase,0,C2-S3-B2.5-R1-IPTG0.5
A1U2T0,4183,C2-S3-B2.5-R1-IPTG0.5
A1U3L3,910480,C2-S3-B2.5-R1-IPTG0.5
AHR_ECOLI,538,C2-S3-B2.5-R1-IPTG1.0
LCFA_ECOLI,168049,C2-S3-B2.5-R1-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",469,C2-S3-B2.5-R1-IPTG1.0
Fatty acyl-CoA reductase,0,C2-S3-B2.5-R1-IPTG1.0
A1U2T0,8383,C2-S3-B2.5-R1-IPTG1.0
A1U3L3,963304,C2-S3-B2.5-R1-IPTG1.0
AHR_ECOLI,344,C2-S3-B2.5-R2
LCFA_ECOLI,179799,C2-S3-B2.5-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",8059,C2-S3-B2.5-R2
Fatty acyl-CoA reductase,0,C2-S3-B2.5-R2
A1U2T0,0,C2-S3-B2.5-R2
A1U3L3,877957,C2-S3-B2.5-R2
AHR_ECOLI,972,C2-S3-B2.5-R2-IPTG0.5
LCFA_ECOLI,160253,C2-S3-B2.5-R2-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",3855,C2-S3-B2.5-R2-IPTG0.5
Fatty acyl-CoA reductase,0,C2-S3-B2.5-R2-IPTG0.5
A1U2T0,2152,C2-S3-B2.5-R2-IPTG0.5
A1U3L3,894938,C2-S3-B2.5-R2-IPTG0.5
AHR_ECOLI,924,C2-S3-B2.5-R2-IPTG1.0
LCFA_ECOLI,166066,C2-S3-B2.5-R2-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",5676,C2-S3-B2.5-R2-IPTG1.0
Fatty acyl-CoA reductase,0,C2-S3-B2.5-R2-IPTG1.0
A1U2T0,6994,C2-S3-B2.5-R2-IPTG1.0
A1U3L3,934239,C2-S3-B2.5-R2-IPTG1.0
AHR_ECOLI,0,C2-S3-B2.5-R3
LCFA_ECOLI,180935,C2-S3-B2.5-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",8965,C2-S3-B2.5-R3
Fatty acyl-CoA reductase,0,C2-S3-B2.5-R3
A1U2T0,7886,C2-S3-B2.5-R3
A1U3L3,785031,C2-S3-B2.5-R3
AHR_ECOLI,469,C2-S3-B2.5-R3-IPTG0.5
LCFA_ECOLI,168037,C2-S3-B2.5-R3-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",872,C2-S3-B2.5-R3-IPTG0.5
Fatty acyl-CoA reductase,0,C2-S3-B2.5-R3-IPTG0.5
A1U2T0,1204,C2-S3-B2.5-R3-IPTG0.5
A1U3L3,942854,C2-S3-B2.5-R3-IPTG0.5
AHR_ECOLI,0,C2-S3-B2.5-R3-IPTG1.0
LCFA_ECOLI,175714,C2-S3-B2.5-R3-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",9722,C2-S3-B2.5-R3-IPTG1.0
Fatty acyl-CoA reductase,0,C2-S3-B2.5-R3-IPTG1.0
A1U2T0,399,C2-S3-B2.5-R3-IPTG1.0
A1U3L3,967566,C2-S3-B2.5-R3-IPTG1.0
AHR_ECOLI,2000,C2-S4-B2.4-R1
LCFA_ECOLI,247382,C2-S4-B2.4-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",280000,C2-S4-B2.4-R1
Fatty acyl-CoA reductase,0,C2-S4-B2.4-R1
A1U2T0,15026,C2-S4-B2.4-R1
A1U3L3,1545610,C2-S4-B2.4-R1
AHR_ECOLI,1701,C2-S4-B2.4-R2
LCFA_ECOLI,236865,C2-S4-B2.4-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",272740,C2-S4-B2.4-R2
Fatty acyl-CoA reductase,2353,C2-S4-B2.4-R2
A1U2T0,10681,C2-S4-B2.4-R2
A1U3L3,1552524,C2-S4-B2.4-R2
AHR_ECOLI,1849,C2-S4-B2.4-R3
LCFA_ECOLI,251422,C2-S4-B2.4-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",303288,C2-S4-B2.4-R3
Fatty acyl-CoA reductase,0,C2-S4-B2.4-R3
A1U2T0,0,C2-S4-B2.4-R3
A1U3L3,1597909,C2-S4-B2.4-R3
AHR_ECOLI,503,C2-S4-B2.5-R1-IPTG0.5
LCFA_ECOLI,136436,C2-S4-B2.5-R1-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",137348,C2-S4-B2.5-R1-IPTG0.5
Fatty acyl-CoA reductase,973,C2-S4-B2.5-R1-IPTG0.5
A1U2T0,3910,C2-S4-B2.5-R1-IPTG0.5
