names,values,assay_name
dodecan-1-ol,0,C0-S9017-B2.3-R2
hexadecan-1-ol,0.71846,C0-S9017-B2.3-R2
octadecan-1-ol,0.34175,C0-S9017-B2.3-R2
tetradecan-1-ol,0.33023,C0-S9017-B2.3-R2
dodecan-1-ol,0,C0-S9017-B2.3-R3
hexadecan-1-ol,0.66553,C0-S9017-B2.3-R3
octadecan-1-ol,0.31377,C0-S9017-B2.3-R3
tetradecan-1-ol,0.32124,C0-S9017-B2.3-R3
dodecan-1-ol,0.2839,C2-S10-B2.3-R1
hexadecan-1-ol,0.02503,C2-S10-B2.3-R1
octadecan-1-ol,0.04509,C2-S10-B2.3-R1
tetradecan-1-ol,0.01745,C2-S10-B2.3-R1
dodecan-1-ol,0.30081,C2-S10-B2.3-R2
hexadecan-1-ol,0.0242,C2-S10-B2.3-R2
octadecan-1-ol,0.04466,C2-S10-B2.3-R2
tetradecan-1-ol,0.01623,C2-S10-B2.3-R2
dodecan-1-ol,0.28445,C2-S10-B2.3-R3
hexadecan-1-ol,0.02413,C2-S10-B2.3-R3
octadecan-1-ol,0.04475,C2-S10-B2.3-R3
tetradecan-1-ol,0.01627,C2-S10-B2.3-R3
dodecan-1-ol,0.2757,C2-S11-B2.3-R1
hexadecan-1-ol,0.02377,C2-S11-B2.3-R1
octadecan-1-ol,0.04271,C2-S11-B2.3-R1
tetradecan-1-ol,0.01538,C2-S11-B2.3-R1
dodecan-1-ol,0.33594,C2-S11-B2.3-R2
hexadecan-1-ol,0.02479,C2-S11-B2.3-R2
octadecan-1-ol,0.04401,C2-S11-B2.3-R2
tetradecan-1-ol,0.02172,C2-S11-B2.3-R2
dodecan-1-ol,0.35072,C2-S11-B2.3-R3
hexadecan-1-ol,0.02571,C2-S11-B2.3-R3
octadecan-1-ol,0.04395,C2-S11-B2.3-R3
tetradecan-1-ol,0.01984,C2-S11-B2.3-R3
dodecan-1-ol,0.04874,C2-S15-B2.3-R1
hexadecan-1-ol,0.08111,C2-S15-B2.3-R1
octadecan-1-ol,0.09171,C2-S15-B2.3-R1
tetradecan-1-ol,0.06554,C2-S15-B2.3-R1
dodecan-1-ol,0.05014,C2-S15-B2.3-R2
hexadecan-1-ol,0.08146,C2-S15-B2.3-R2
octadecan-1-ol,0.0967,C2-S15-B2.3-R2
tetradecan-1-ol,0.07091,C2-S15-B2.3-R2
dodecan-1-ol,0.04472,C2-S15-B2.3-R3
hexadecan-1-ol,0.07332,C2-S15-B2.3-R3
octadecan-1-ol,0.09461,C2-S15-B2.3-R3
tetradecan-1-ol,0.06256,C2-S15-B2.3-R3
dodecan-1-ol,0.00735,C2-S16-B2.3-R1
hexadecan-1-ol,0.05042,C2-S16-B2.3-R1
octadecan-1-ol,0.06824,C2-S16-B2.3-R1
tetradecan-1-ol,0.03462,C2-S16-B2.3-R1
dodecan-1-ol,0.00384,C2-S16-B2.3-R2
hexadecan-1-ol,0.06946,C2-S16-B2.3-R2
octadecan-1-ol,0.06516,C2-S16-B2.3-R2
tetradecan-1-ol,0.03378,C2-S16-B2.3-R2
dodecan-1-ol,0.00538,C2-S16-B2.3-R3
hexadecan-1-ol,0.05593,C2-S16-B2.3-R3
octadecan-1-ol,0.07146,C2-S16-B2.3-R3
tetradecan-1-ol,0.05256,C2-S16-B2.3-R3
dodecan-1-ol,0.00041,C2-S17-B2.3-R1
hexadecan-1-ol,0.09912,C2-S17-B2.3-R1
octadecan-1-ol,0.07567,C2-S17-B2.3-R1
tetradecan-1-ol,0.03889,C2-S17-B2.3-R1
dodecan-1-ol,0,C2-S17-B2.3-R2
hexadecan-1-ol,0.05677,C2-S17-B2.3-R2
octadecan-1-ol,0.07725,C2-S17-B2.3-R2
tetradecan-1-ol,0.04031,C2-S17-B2.3-R2
dodecan-1-ol,0,C2-S17-B2.3-R3
hexadecan-1-ol,0.05201,C2-S17-B2.3-R3
octadecan-1-ol,0.07308,C2-S17-B2.3-R3
tetradecan-1-ol,0.03289,C2-S17-B2.3-R3
dodecan-1-ol,0,C2-S19-B2.3-R1
hexadecan-1-ol,0.0383,C2-S19-B2.3-R1
octadecan-1-ol,0.05479,C2-S19-B2.3-R1
tetradecan-1-ol,0.01004,C2-S19-B2.3-R1
dodecan-1-ol,0,C2-S19-B2.3-R2
hexadecan-1-ol,0.05436,C2-S19-B2.3-R2
octadecan-1-ol,0.05241,C2-S19-B2.3-R2
tetradecan-1-ol,0.01046,C2-S19-B2.3-R2
dodecan-1-ol,0,C2-S19-B2.3-R3
hexadecan-1-ol,0.03415,C2-S19-B2.3-R3
octadecan-1-ol,0.05316,C2-S19-B2.3-R3
tetradecan-1-ol,0.01061,C2-S19-B2.3-R3
dodecan-1-ol,0.07021,C2-S20-B2.3-R1
hexadecan-1-ol,0.06538,C2-S20-B2.3-R1
octadecan-1-ol,0.10253,C2-S20-B2.3-R1
tetradecan-1-ol,0.04652,C2-S20-B2.3-R1
dodecan-1-ol,0.06135,C2-S20-B2.3-R2
hexadecan-1-ol,0.06137,C2-S20-B2.3-R2
octadecan-1-ol,0.09761,C2-S20-B2.3-R2
tetradecan-1-ol,0.04268,C2-S20-B2.3-R2
dodecan-1-ol,0.06716,C2-S20-B2.3-R3
hexadecan-1-ol,0.06293,C2-S20-B2.3-R3
octadecan-1-ol,0.10145,C2-S20-B2.3-R3
tetradecan-1-ol,0.04479,C2-S20-B2.3-R3
dodecan-1-ol,0.01319,C2-S21-B2.3-R1
hexadecan-1-ol,0.05803,C2-S21-B2.3-R1
octadecan-1-ol,0.08232,C2-S21-B2.3-R1
tetradecan-1-ol,0.02473,C2-S21-B2.3-R1
dodecan-1-ol,0.01294,C2-S21-B2.3-R2
hexadecan-1-ol,0.05494,C2-S21-B2.3-R2
octadecan-1-ol,0.08242,C2-S21-B2.3-R2
tetradecan-1-ol,0.02668,C2-S21-B2.3-R2
dodecan-1-ol,0.01236,C2-S21-B2.3-R3
hexadecan-1-ol,0.05838,C2-S21-B2.3-R3
octadecan-1-ol,0.08387,C2-S21-B2.3-R3
tetradecan-1-ol,0.02637,C2-S21-B2.3-R3
dodecan-1-ol,0,C2-S22-B2.3-R1
hexadecan-1-ol,0.0332,C2-S22-B2.3-R1
octadecan-1-ol,0.05074,C2-S22-B2.3-R1
tetradecan-1-ol,0.01029,C2-S22-B2.3-R1
dodecan-1-ol,0,C2-S22-B2.3-R2
hexadecan-1-ol,0.02868,C2-S22-B2.3-R2
octadecan-1-ol,0.0493,C2-S22-B2.3-R2
tetradecan-1-ol,0.00999,C2-S22-B2.3-R2
dodecan-1-ol,0,C2-S22-B2.3-R3
hexadecan-1-ol,0.03164,C2-S22-B2.3-R3
octadecan-1-ol,0.0495,C2-S22-B2.3-R3
tetradecan-1-ol,0.00937,C2-S22-B2.3-R3
dodecan-1-ol,0,C2-S23-B2.3-R1
hexadecan-1-ol,0.03214,C2-S23-B2.3-R1
octadecan-1-ol,0.05032,C2-S23-B2.3-R1
tetradecan-1-ol,0.0063,C2-S23-B2.3-R1
dodecan-1-ol,0,C2-S23-B2.3-R2
hexadecan-1-ol,0.03506,C2-S23-B2.3-R2
octadecan-1-ol,0.05249,C2-S23-B2.3-R2
tetradecan-1-ol,0.00674,C2-S23-B2.3-R2
dodecan-1-ol,0,C2-S23-B2.3-R3
hexadecan-1-ol,0.03392,C2-S23-B2.3-R3
octadecan-1-ol,0.05432,C2-S23-B2.3-R3
tetradecan-1-ol,0.00688,C2-S23-B2.3-R3
dodecan-1-ol,0.27217,C2-S5-B2.3-R1
hexadecan-1-ol,0.02488,C2-S5-B2.3-R1
octadecan-1-ol,0.0438,C2-S5-B2.3-R1
tetradecan-1-ol,0.01356,C2-S5-B2.3-R1
dodecan-1-ol,0.31103,C2-S5-B2.3-R2
hexadecan-1-ol,0.02352,C2-S5-B2.3-R2
octadecan-1-ol,0.04422,C2-S5-B2.3-R2
tetradecan-1-ol,0.01575,C2-S5-B2.3-R2
dodecan-1-ol,0.3857,C2-S5-B2.3-R3
hexadecan-1-ol,0.0237,C2-S5-B2.3-R3
octadecan-1-ol,0.04393,C2-S5-B2.3-R3
tetradecan-1-ol,0.01736,C2-S5-B2.3-R3
dodecan-1-ol,0.64656,C2-S7-B2.3-R1
hexadecan-1-ol,0.0283,C2-S7-B2.3-R1
octadecan-1-ol,0.0526,C2-S7-B2.3-R1
tetradecan-1-ol,0.04559,C2-S7-B2.3-R1
dodecan-1-ol,0.73397,C2-S7-B2.3-R2
hexadecan-1-ol,0.03043,C2-S7-B2.3-R2
octadecan-1-ol,0.05396,C2-S7-B2.3-R2
tetradecan-1-ol,0.05415,C2-S7-B2.3-R2
dodecan-1-ol,0.80331,C2-S7-B2.3-R3
hexadecan-1-ol,0.02982,C2-S7-B2.3-R3
octadecan-1-ol,0.05512,C2-S7-B2.3-R3
tetradecan-1-ol,0.05733,C2-S7-B2.3-R3
dodecan-1-ol,0.10366,C2-S8-B2.3-R1
hexadecan-1-ol,0.02297,C2-S8-B2.3-R1
octadecan-1-ol,0,C2-S8-B2.3-R1
tetradecan-1-ol,0.00363,C2-S8-B2.3-R1
dodecan-1-ol,0.10105,C2-S8-B2.3-R2
hexadecan-1-ol,0.02299,C2-S8-B2.3-R2
octadecan-1-ol,0.04195,C2-S8-B2.3-R2
tetradecan-1-ol,0.00325,C2-S8-B2.3-R2
dodecan-1-ol,0.10253,C2-S8-B2.3-R3
hexadecan-1-ol,0.02277,C2-S8-B2.3-R3
octadecan-1-ol,0,C2-S8-B2.3-R3
tetradecan-1-ol,0.00434,C2-S8-B2.3-R3
dodecan-1-ol,0.33696,C2-S1-B2.4-R1
hexadecan-1-ol,0.07229,C2-S1-B2.4-R1
octadecan-1-ol,0.08122,C2-S1-B2.4-R1
tetradecan-1-ol,0.02741,C2-S1-B2.4-R1
dodecan-1-ol,0.35211,C2-S1-B2.4-R2
hexadecan-1-ol,0.07328,C2-S1-B2.4-R2
octadecan-1-ol,0,C2-S1-B2.4-R2
tetradecan-1-ol,0.02959,C2-S1-B2.4-R2
dodecan-1-ol,0.37076,C2-S1-B2.4-R3
hexadecan-1-ol,0.07394,C2-S1-B2.4-R3
octadecan-1-ol,0,C2-S1-B2.4-R3
tetradecan-1-ol,0.02739,C2-S1-B2.4-R3
dodecan-1-ol,0,C2-S2-B2.4-R1
hexadecan-1-ol,0.09023,C2-S2-B2.4-R1
octadecan-1-ol,0.08115,C2-S2-B2.4-R1
tetradecan-1-ol,0.0216,C2-S2-B2.4-R1
dodecan-1-ol,0,C2-S2-B2.4-R2
hexadecan-1-ol,0.08794,C2-S2-B2.4-R2
octadecan-1-ol,0.08138,C2-S2-B2.4-R2
tetradecan-1-ol,0.02139,C2-S2-B2.4-R2
dodecan-1-ol,0,C2-S2-B2.4-R3
hexadecan-1-ol,0.0906,C2-S2-B2.4-R3
octadecan-1-ol,0.08364,C2-S2-B2.4-R3
tetradecan-1-ol,0.02255,C2-S2-B2.4-R3
dodecan-1-ol,0.24434,C2-S4-B2.4-R1
hexadecan-1-ol,0.07575,C2-S4-B2.4-R1
octadecan-1-ol,0,C2-S4-B2.4-R1
tetradecan-1-ol,0.02561,C2-S4-B2.4-R1
dodecan-1-ol,0.25846,C2-S4-B2.4-R2
hexadecan-1-ol,0.07463,C2-S4-B2.4-R2
octadecan-1-ol,0,C2-S4-B2.4-R2
tetradecan-1-ol,0.02766,C2-S4-B2.4-R2
dodecan-1-ol,0.27516,C2-S4-B2.4-R3
hexadecan-1-ol,0.07606,C2-S4-B2.4-R3
octadecan-1-ol,0,C2-S4-B2.4-R3
tetradecan-1-ol,0.02661,C2-S4-B2.4-R3
dodecan-1-ol,0.68394,C1-S11-B2.4-R1
hexadecan-1-ol,0.07217,C1-S11-B2.4-R1
octadecan-1-ol,0.0835,C1-S11-B2.4-R1
tetradecan-1-ol,0.04607,C1-S11-B2.4-R1
dodecan-1-ol,0.6981,C1-S11-B2.4-R2
hexadecan-1-ol,0.07187,C1-S11-B2.4-R2
octadecan-1-ol,0,C1-S11-B2.4-R2
tetradecan-1-ol,0.04508,C1-S11-B2.4-R2
dodecan-1-ol,0.6788,C1-S11-B2.4-R3
hexadecan-1-ol,0.07124,C1-S11-B2.4-R3
octadecan-1-ol,0.08357,C1-S11-B2.4-R3
tetradecan-1-ol,0.04443,C1-S11-B2.4-R3
dodecan-1-ol,0.16912,C2-S11-B2.4-R1
hexadecan-1-ol,0,C2-S11-B2.4-R1
octadecan-1-ol,0.08137,C2-S11-B2.4-R1
tetradecan-1-ol,0.02279,C2-S11-B2.4-R1
dodecan-1-ol,0.17383,C2-S11-B2.4-R2
hexadecan-1-ol,0.06896,C2-S11-B2.4-R2
octadecan-1-ol,0,C2-S11-B2.4-R2
tetradecan-1-ol,0.0242,C2-S11-B2.4-R2
dodecan-1-ol,0.20522,C2-S11-B2.4-R3
hexadecan-1-ol,0.06904,C2-S11-B2.4-R3
octadecan-1-ol,0.08102,C2-S11-B2.4-R3
tetradecan-1-ol,0.02441,C2-S11-B2.4-R3
dodecan-1-ol,0.67963,C2-S14-B2.4-R1
hexadecan-1-ol,0,C2-S14-B2.4-R1
octadecan-1-ol,0,C2-S14-B2.4-R1
tetradecan-1-ol,0.04432,C2-S14-B2.4-R1
dodecan-1-ol,0.65743,C2-S14-B2.4-R2
hexadecan-1-ol,0,C2-S14-B2.4-R2
octadecan-1-ol,0,C2-S14-B2.4-R2
tetradecan-1-ol,0.04219,C2-S14-B2.4-R2
dodecan-1-ol,0.63307,C2-S14-B2.4-R3
hexadecan-1-ol,0.06882,C2-S14-B2.4-R3
octadecan-1-ol,0,C2-S14-B2.4-R3
tetradecan-1-ol,0.04467,C2-S14-B2.4-R3
dodecan-1-ol,0,C2-S24-B2.4-R1
hexadecan-1-ol,0.06989,C2-S24-B2.4-R1
octadecan-1-ol,0.08223,C2-S24-B2.4-R1
tetradecan-1-ol,0,C2-S24-B2.4-R1
dodecan-1-ol,0,C2-S24-B2.4-R2
hexadecan-1-ol,0.06899,C2-S24-B2.4-R2
octadecan-1-ol,0,C2-S24-B2.4-R2
tetradecan-1-ol,0.02042,C2-S24-B2.4-R2
dodecan-1-ol,0,C2-S24-B2.4-R3
hexadecan-1-ol,0.06963,C2-S24-B2.4-R3
octadecan-1-ol,0,C2-S24-B2.4-R3
tetradecan-1-ol,0.02033,C2-S24-B2.4-R3
dodecan-1-ol,0.09215,C1-S32-B2.4-R1-delPoxB
hexadecan-1-ol,0.10731,C1-S32-B2.4-R1-delPoxB
octadecan-1-ol,0.13531,C1-S32-B2.4-R1-delPoxB
tetradecan-1-ol,0.02111,C1-S32-B2.4-R1-delPoxB
dodecan-1-ol,0.06605,C1-S32-B2.4-R2-delPoxB
hexadecan-1-ol,0.09726,C1-S32-B2.4-R2-delPoxB
octadecan-1-ol,0.15003,C1-S32-B2.4-R2-delPoxB
tetradecan-1-ol,0,C1-S32-B2.4-R2-delPoxB
dodecan-1-ol,0.05544,C1-S32-B2.4-R3-delPoxB
hexadecan-1-ol,0.103,C1-S32-B2.4-R3-delPoxB
octadecan-1-ol,0.17131,C1-S32-B2.4-R3-delPoxB
tetradecan-1-ol,0.07864,C1-S32-B2.4-R3-delPoxB
dodecan-1-ol,0.09751,C1-S32-B2.4-R1-delPta
hexadecan-1-ol,0.15676,C1-S32-B2.4-R1-delPta
octadecan-1-ol,0.16977,C1-S32-B2.4-R1-delPta
tetradecan-1-ol,0.03738,C1-S32-B2.4-R1-delPta
dodecan-1-ol,0.10366,C1-S32-B2.4-R2-delPta
hexadecan-1-ol,0.11327,C1-S32-B2.4-R2-delPta
octadecan-1-ol,0.19477,C1-S32-B2.4-R2-delPta
tetradecan-1-ol,0.07422,C1-S32-B2.4-R2-delPta
dodecan-1-ol,0.08471,C1-S32-B2.4-R3-delPta
hexadecan-1-ol,0.10078,C1-S32-B2.4-R3-delPta
octadecan-1-ol,0.17669,C1-S32-B2.4-R3-delPta
tetradecan-1-ol,0.03387,C1-S32-B2.4-R3-delPta
dodecan-1-ol,0,C1-S32-B2.4-R1-delPtaelPoxB
hexadecan-1-ol,0.07085,C1-S32-B2.4-R1-delPtaelPoxB
octadecan-1-ol,0,C1-S32-B2.4-R1-delPtaelPoxB
tetradecan-1-ol,0.02057,C1-S32-B2.4-R1-delPtaelPoxB
dodecan-1-ol,0,C1-S32-B2.4-R2-delPtaelPoxB
hexadecan-1-ol,0,C1-S32-B2.4-R2-delPtaelPoxB
octadecan-1-ol,0.08151,C1-S32-B2.4-R2-delPtaelPoxB
tetradecan-1-ol,0.02123,C1-S32-B2.4-R2-delPtaelPoxB
dodecan-1-ol,0,C1-S32-B2.4-R3-delPtaelPoxB
hexadecan-1-ol,0,C1-S32-B2.4-R3-delPtaelPoxB
octadecan-1-ol,0,C1-S32-B2.4-R3-delPtaelPoxB
tetradecan-1-ol,0.0204,C1-S32-B2.4-R3-delPtaelPoxB
dodecan-1-ol,0,C0-S9017-B2.4-R1
hexadecan-1-ol,0.74598,C0-S9017-B2.4-R1
octadecan-1-ol,0.41292,C0-S9017-B2.4-R1
tetradecan-1-ol,0.27287,C0-S9017-B2.4-R1
dodecan-1-ol,0,C0-S9017-B2.4-R2
hexadecan-1-ol,0.72986,C0-S9017-B2.4-R2
octadecan-1-ol,0.38752,C0-S9017-B2.4-R2
tetradecan-1-ol,0.25939,C0-S9017-B2.4-R2
dodecan-1-ol,0,C0-S9017-B2.4-R3
hexadecan-1-ol,0.73024,C0-S9017-B2.4-R3
octadecan-1-ol,0.39947,C0-S9017-B2.4-R3
tetradecan-1-ol,0.26482,C0-S9017-B2.4-R3
dodecan-1-ol,0.27883,C2-S1-B2.5-R1-IPTG0.5
hexadecan-1-ol,0.04932,C2-S1-B2.5-R1-IPTG0.5
octadecan-1-ol,0.09944,C2-S1-B2.5-R1-IPTG0.5
tetradecan-1-ol,0.01754,C2-S1-B2.5-R1-IPTG0.5
dodecan-1-ol,0.28538,C2-S1-B2.5-R2-IPTG0.5
hexadecan-1-ol,0.05151,C2-S1-B2.5-R2-IPTG0.5
octadecan-1-ol,0.10024,C2-S1-B2.5-R2-IPTG0.5
tetradecan-1-ol,0.02072,C2-S1-B2.5-R2-IPTG0.5
dodecan-1-ol,0.27344,C2-S1-B2.5-R3-IPTG0.5
hexadecan-1-ol,0.05008,C2-S1-B2.5-R3-IPTG0.5
octadecan-1-ol,0.09968,C2-S1-B2.5-R3-IPTG0.5
tetradecan-1-ol,0.01916,C2-S1-B2.5-R3-IPTG0.5
dodecan-1-ol,0.30908,C2-S1-B2.5-R1-IPTG1.0
hexadecan-1-ol,0.05033,C2-S1-B2.5-R1-IPTG1.0
octadecan-1-ol,0.10001,C2-S1-B2.5-R1-IPTG1.0
tetradecan-1-ol,0.02151,C2-S1-B2.5-R1-IPTG1.0
dodecan-1-ol,0.31091,C2-S1-B2.5-R2-IPTG1.0
hexadecan-1-ol,0.05055,C2-S1-B2.5-R2-IPTG1.0
octadecan-1-ol,0.09997,C2-S1-B2.5-R2-IPTG1.0
tetradecan-1-ol,0.02156,C2-S1-B2.5-R2-IPTG1.0
dodecan-1-ol,0.29577,C2-S1-B2.5-R3-IPTG1.0
hexadecan-1-ol,0.0492,C2-S1-B2.5-R3-IPTG1.0
octadecan-1-ol,0.09994,C2-S1-B2.5-R3-IPTG1.0
tetradecan-1-ol,0.02057,C2-S1-B2.5-R3-IPTG1.0
dodecan-1-ol,0,C2-S2-B2.5-R1-IPTG0.5
hexadecan-1-ol,0.0628,C2-S2-B2.5-R1-IPTG0.5
octadecan-1-ol,0.09987,C2-S2-B2.5-R1-IPTG0.5
tetradecan-1-ol,0.00847,C2-S2-B2.5-R1-IPTG0.5
dodecan-1-ol,0,C2-S2-B2.5-R2-IPTG0.5
hexadecan-1-ol,0.06506,C2-S2-B2.5-R2-IPTG0.5
octadecan-1-ol,0.09957,C2-S2-B2.5-R2-IPTG0.5
tetradecan-1-ol,0.00874,C2-S2-B2.5-R2-IPTG0.5
dodecan-1-ol,0,C2-S2-B2.5-R3-IPTG0.5
hexadecan-1-ol,0.06655,C2-S2-B2.5-R3-IPTG0.5
octadecan-1-ol,0.09872,C2-S2-B2.5-R3-IPTG0.5
tetradecan-1-ol,0.00903,C2-S2-B2.5-R3-IPTG0.5
dodecan-1-ol,0,C2-S2-B2.5-R1-IPTG1.0
hexadecan-1-ol,0.06025,C2-S2-B2.5-R1-IPTG1.0
octadecan-1-ol,0.09871,C2-S2-B2.5-R1-IPTG1.0
tetradecan-1-ol,0.00822,C2-S2-B2.5-R1-IPTG1.0
dodecan-1-ol,0,C2-S2-B2.5-R2-IPTG1.0
hexadecan-1-ol,0.06254,C2-S2-B2.5-R2-IPTG1.0
octadecan-1-ol,0.09848,C2-S2-B2.5-R2-IPTG1.0
tetradecan-1-ol,0.009,C2-S2-B2.5-R2-IPTG1.0
dodecan-1-ol,0.00579,C2-S2-B2.5-R3-IPTG1.0
hexadecan-1-ol,0.06265,C2-S2-B2.5-R3-IPTG1.0
octadecan-1-ol,0.09858,C2-S2-B2.5-R3-IPTG1.0
tetradecan-1-ol,0.00933,C2-S2-B2.5-R3-IPTG1.0
dodecan-1-ol,0,C2-S3-B2.5-R1
hexadecan-1-ol,0.07227,C2-S3-B2.5-R1
octadecan-1-ol,0.10016,C2-S3-B2.5-R1
tetradecan-1-ol,0.00809,C2-S3-B2.5-R1
dodecan-1-ol,0,C2-S3-B2.5-R2
hexadecan-1-ol,0.08256,C2-S3-B2.5-R2
octadecan-1-ol,0.10049,C2-S3-B2.5-R2
tetradecan-1-ol,0.00801,C2-S3-B2.5-R2
dodecan-1-ol,0,C2-S3-B2.5-R3
hexadecan-1-ol,0.0646,C2-S3-B2.5-R3
octadecan-1-ol,0.09968,C2-S3-B2.5-R3
tetradecan-1-ol,0.00814,C2-S3-B2.5-R3
dodecan-1-ol,0,C2-S3-B2.5-R1-IPTG0.5
hexadecan-1-ol,0.06382,C2-S3-B2.5-R1-IPTG0.5
octadecan-1-ol,0.09846,C2-S3-B2.5-R1-IPTG0.5
tetradecan-1-ol,0.00779,C2-S3-B2.5-R1-IPTG0.5
dodecan-1-ol,0,C2-S3-B2.5-R2-IPTG0.5
hexadecan-1-ol,0.06276,C2-S3-B2.5-R2-IPTG0.5
octadecan-1-ol,0.09953,C2-S3-B2.5-R2-IPTG0.5
tetradecan-1-ol,0.00776,C2-S3-B2.5-R2-IPTG0.5
dodecan-1-ol,0,C2-S3-B2.5-R3-IPTG0.5
hexadecan-1-ol,0.06168,C2-S3-B2.5-R3-IPTG0.5
octadecan-1-ol,0.09855,C2-S3-B2.5-R3-IPTG0.5
tetradecan-1-ol,0.00803,C2-S3-B2.5-R3-IPTG0.5
dodecan-1-ol,0,C2-S3-B2.5-R1-IPTG1.0
hexadecan-1-ol,0.05985,C2-S3-B2.5-R1-IPTG1.0
octadecan-1-ol,0.09831,C2-S3-B2.5-R1-IPTG1.0
tetradecan-1-ol,0.00757,C2-S3-B2.5-R1-IPTG1.0
dodecan-1-ol,0,C2-S3-B2.5-R2-IPTG1.0
hexadecan-1-ol,0.06192,C2-S3-B2.5-R2-IPTG1.0
octadecan-1-ol,0.09943,C2-S3-B2.5-R2-IPTG1.0
tetradecan-1-ol,0.00743,C2-S3-B2.5-R2-IPTG1.0
dodecan-1-ol,0,C2-S3-B2.5-R3-IPTG1.0
hexadecan-1-ol,0.06243,C2-S3-B2.5-R3-IPTG1.0
octadecan-1-ol,0.09903,C2-S3-B2.5-R3-IPTG1.0
tetradecan-1-ol,0.00765,C2-S3-B2.5-R3-IPTG1.0
dodecan-1-ol,0.24766,C2-S4-B2.5-R1-IPTG0.5
hexadecan-1-ol,0.05359,C2-S4-B2.5-R1-IPTG0.5
octadecan-1-ol,0.09996,C2-S4-B2.5-R1-IPTG0.5
tetradecan-1-ol,0.01715,C2-S4-B2.5-R1-IPTG0.5
dodecan-1-ol,0.24679,C2-S4-B2.5-R2-IPTG0.5
hexadecan-1-ol,0.05082,C2-S4-B2.5-R2-IPTG0.5
octadecan-1-ol,0.09961,C2-S4-B2.5-R2-IPTG0.5
tetradecan-1-ol,0.01345,C2-S4-B2.5-R2-IPTG0.5
dodecan-1-ol,0.2641,C2-S4-B2.5-R3-IPTG0.5
hexadecan-1-ol,0.05461,C2-S4-B2.5-R3-IPTG0.5
octadecan-1-ol,0.09982,C2-S4-B2.5-R3-IPTG0.5
tetradecan-1-ol,0.01874,C2-S4-B2.5-R3-IPTG0.5
dodecan-1-ol,0.23005,C2-S4-B2.5-R1-IPTG1.0
hexadecan-1-ol,0.05175,C2-S4-B2.5-R1-IPTG1.0
octadecan-1-ol,0.0983,C2-S4-B2.5-R1-IPTG1.0
tetradecan-1-ol,0.01623,C2-S4-B2.5-R1-IPTG1.0
dodecan-1-ol,0.24922,C2-S4-B2.5-R2-IPTG1.0
hexadecan-1-ol,0.05032,C2-S4-B2.5-R2-IPTG1.0
octadecan-1-ol,0.09907,C2-S4-B2.5-R2-IPTG1.0
tetradecan-1-ol,0.01822,C2-S4-B2.5-R2-IPTG1.0
dodecan-1-ol,0.27461,C2-S4-B2.5-R3-IPTG1.0
hexadecan-1-ol,0.05198,C2-S4-B2.5-R3-IPTG1.0
octadecan-1-ol,0.09962,C2-S4-B2.5-R3-IPTG1.0
tetradecan-1-ol,0.01955,C2-S4-B2.5-R3-IPTG1.0
dodecan-1-ol,0.93985,C2-S7-B2.5-R1
hexadecan-1-ol,0.07363,C2-S7-B2.5-R1
octadecan-1-ol,0.12016,C2-S7-B2.5-R1
tetradecan-1-ol,0.08156,C2-S7-B2.5-R1
dodecan-1-ol,0.92886,C2-S7-B2.5-R2
hexadecan-1-ol,0.07197,C2-S7-B2.5-R2
octadecan-1-ol,0.11758,C2-S7-B2.5-R2
tetradecan-1-ol,0.07495,C2-S7-B2.5-R2
dodecan-1-ol,0.94019,C2-S7-B2.5-R3
hexadecan-1-ol,0.07101,C2-S7-B2.5-R3
octadecan-1-ol,0.11749,C2-S7-B2.5-R3
tetradecan-1-ol,0.07688,C2-S7-B2.5-R3
dodecan-1-ol,0.14078,C2-S9-B2.5-R1
hexadecan-1-ol,0.04405,C2-S9-B2.5-R1
octadecan-1-ol,0.09586,C2-S9-B2.5-R1
tetradecan-1-ol,0.00894,C2-S9-B2.5-R1
dodecan-1-ol,0.15048,C2-S9-B2.5-R2
hexadecan-1-ol,0,C2-S9-B2.5-R2
octadecan-1-ol,0.09586,C2-S9-B2.5-R2
tetradecan-1-ol,0.01576,C2-S9-B2.5-R2
dodecan-1-ol,0.1451,C2-S9-B2.5-R3
hexadecan-1-ol,0,C2-S9-B2.5-R3
octadecan-1-ol,0,C2-S9-B2.5-R3
tetradecan-1-ol,0.01233,C2-S9-B2.5-R3
dodecan-1-ol,0.7292,C1-S11-B2.5-R1
hexadecan-1-ol,0.08681,C1-S11-B2.5-R1
octadecan-1-ol,0.12353,C1-S11-B2.5-R1
tetradecan-1-ol,0.08074,C1-S11-B2.5-R1
dodecan-1-ol,0.74988,C1-S11-B2.5-R2
hexadecan-1-ol,0.07663,C1-S11-B2.5-R2
octadecan-1-ol,0.11704,C1-S11-B2.5-R2
tetradecan-1-ol,0.07463,C1-S11-B2.5-R2
dodecan-1-ol,0.73598,C1-S11-B2.5-R3
hexadecan-1-ol,0.07596,C1-S11-B2.5-R3
octadecan-1-ol,0.12018,C1-S11-B2.5-R3
tetradecan-1-ol,0.07217,C1-S11-B2.5-R3
dodecan-1-ol,0.65291,C1-S11-B2.5-R1-IPTG0.5
hexadecan-1-ol,0.04964,C1-S11-B2.5-R1-IPTG0.5
octadecan-1-ol,0.10754,C1-S11-B2.5-R1-IPTG0.5
tetradecan-1-ol,0.03692,C1-S11-B2.5-R1-IPTG0.5
