+----------------------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+-----------------------+-----------------------+------------------------+------------------------+----------------------+----------------------+----------------------+----------------------+----------------------+------------------------+-----------------------+------------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+------------------------+------------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+
|              Metric              |           P1          |           P2           |           P3           |           P4           |           P5          |           P6           |           P7           |           P8          |           P9          |          P10          |          P11           |          P12           |         P13          |         P14          |         P15          |         P16          |         P17          |          P18           |          P19          |          P20           |         P21          |         P22          |         P23          |         P24          |         P25          |         P26          |         P27          |         P28          |         P29          |         P30          |         P31          |          P32           |          P33           |          P34          |         P35          |         P36          |         P37          |          P38          |          P39           |          P40           |          P41           |          P42          |          P43           |          P44          |          P45           |          P46          |          P47           |          P48          |          P49           |          P50           |          P51          |          P52           |          P53           |          P54           |          P55           |          P56          |         P57          |          P58          |          P59          |          P60          |          P61          |          P62          |          P63          |          P64          |          P65          |          P66          |          P67          |          P68          |          P69          |          P70          |         P71          |          P72          |          P73          |          P74          |         P75          |         P76          |          P77          |         P78          |         P79          |         P80          |          P81          |          P82          |         P83          |          P84          |          P85          |         P86          |         P87          |         P88          |         P89          |         P90          |          P91          |         P92          |         P93          |         P94          |         P95          |         P96          |
|            Odds Ratio            |   11.333333333333332  |   23.33333333333334    |          2.75          |   11.333333333333332   |   3.4285714285714284  |          2.0           |   15.000000000000002   |   15.000000000000002  |          4.25         |          2.0          |          2.0           |          4.25          |         2.75         |         2.75         |         2.75         |         2.75         |         2.0          |   1.3333333333333333   |          2.0          |   1.3333333333333333   |         4.25         |         4.25         |         4.25         |  15.000000000000002  |         4.25         |  15.000000000000002  |         4.25         |  15.000000000000002  |         4.25         |         4.25         |         4.25         |   1.3333333333333333   |   1.3333333333333333   |          inf          |         4.25         |         2.0          |         2.0          |   11.333333333333332  |   8.750000000000002    |   15.000000000000002   |   1.8888888888888886   |   1.8888888888888886  |   4.142857142857143    |   4.142857142857143   |   1.8888888888888886   |   1.8888888888888886  |   4.142857142857143    |   1.8888888888888886  |   1.8888888888888886   |   1.8888888888888886   |   1.8888888888888886  |   4.142857142857143    |          inf           |   1.8888888888888886   |   1.8888888888888886   |   8.750000000000002   |  4.142857142857143   |   1.8888888888888886  |   4.142857142857143   |   1.8888888888888886  |   1.8888888888888886  |   4.142857142857143   |   1.8888888888888886  |   8.750000000000002   |   8.750000000000002   |   2.7777777777777777  |   1.8888888888888886  |   8.750000000000002   |   1.8888888888888886  |   1.8888888888888886  |  8.750000000000002   |   1.8888888888888886  |   8.750000000000002   |   1.8888888888888886  |  8.750000000000002   |  8.750000000000002   |   1.8888888888888886  |  8.750000000000002   |  8.750000000000002   |  8.750000000000002   |   1.8888888888888886  |   1.8888888888888886  |  8.750000000000002   |   1.8888888888888886  |   1.8888888888888886  |  4.142857142857143   |  8.750000000000002   |  4.142857142857143   |  8.750000000000002   |  8.750000000000002   |   1.8888888888888886  |         inf          |  4.142857142857143   |  4.142857142857143   |  8.750000000000002   |         inf          |
|   Phi Correlation Coefficient    |  0.42185656681265843  |   0.4932608164676479   |  0.15460413650478516   |  0.42185656681265843   |   0.2169083839994366  |  0.09860132971832694   |  0.39849252978731775   |  0.39849252978731775  |   0.2114450158055155  |  0.09860132971832694  |  0.09860132971832694   |   0.2114450158055155   | 0.15460413650478516  | 0.15460413650478516  | 0.15460413650478516  | 0.15460413650478516  | 0.09860132971832694  |  0.040599897147057494  |  0.09860132971832694  |  0.040599897147057494  |  0.2114450158055155  |  0.2114450158055155  |  0.2114450158055155  | 0.39849252978731775  |  0.2114450158055155  | 0.39849252978731775  |  0.2114450158055155  | 0.39849252978731775  |  0.2114450158055155  |  0.2114450158055155  |  0.2114450158055155  |  0.040599897147057494  |  0.040599897147057494  |   0.5855400437691199  |  0.2114450158055155  | 0.09860132971832694  | 0.09860132971832694  |  0.42185656681265843  |   0.2877037906346807   |  0.39849252978731775   |  0.07424613951862727   |  0.07424613951862727  |  0.17682236812915114   |  0.17682236812915114  |  0.07424613951862727   |  0.07424613951862727  |  0.17682236812915114   |  0.07424613951862727  |  0.07424613951862727   |  0.07424613951862727   |  0.07424613951862727  |  0.17682236812915114   |   0.5011614417507341   |  0.07424613951862727   |  0.07424613951862727   |   0.2877037906346807  | 0.17682236812915114  |  0.07424613951862727  |  0.17682236812915114  |  0.07424613951862727  |  0.07424613951862727  |  0.17682236812915114  |  0.07424613951862727  |   0.2877037906346807  |   0.2877037906346807  |  0.12355304447984485  |  0.07424613951862727  |   0.2877037906346807  |  0.07424613951862727  |  0.07424613951862727  |  0.2877037906346807  |  0.07424613951862727  |   0.2877037906346807  |  0.07424613951862727  |  0.2877037906346807  |  0.2877037906346807  |  0.07424613951862727  |  0.2877037906346807  |  0.2877037906346807  |  0.2877037906346807  |  0.07424613951862727  |  0.07424613951862727  |  0.2877037906346807  |  0.07424613951862727  |  0.07424613951862727  | 0.17682236812915114  |  0.2877037906346807  | 0.17682236812915114  |  0.2877037906346807  |  0.2877037906346807  |  0.07424613951862727  |  0.5011614417507341  | 0.17682236812915114  | 0.17682236812915114  |  0.2877037906346807  |  0.5011614417507341  |
|          Ralambondrainy          |  0.043478260869565216 |  0.021739130434782608  |  0.06521739130434782   |  0.043478260869565216  |  0.08695652173913043  |  0.043478260869565216  |  0.021739130434782608  |  0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216 |  0.043478260869565216  | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.021739130434782608 | 0.043478260869565216 | 0.021739130434782608 | 0.043478260869565216 | 0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216  |          0.0          | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.043478260869565216 |  0.021739130434782608  |  0.021739130434782608  |  0.043478260869565216  |  0.043478260869565216 |  0.021739130434782608  |  0.021739130434782608 |  0.043478260869565216  |  0.043478260869565216 |  0.021739130434782608  |  0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216  |  0.043478260869565216 |  0.021739130434782608  |          0.0           |  0.043478260869565216  |  0.043478260869565216  |  0.021739130434782608 | 0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216 | 0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 | 0.021739130434782608 | 0.021739130434782608 |  0.043478260869565216 | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216 | 0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216 | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 |  0.043478260869565216 |         0.0          | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 |         0.0          |
| Relative Linkage Disequilibrium  |   0.9996494917630564  |   0.9998377939983779   |   0.9984496124031007   |   0.9996494917630564   |   0.9987228607918264  |   0.9984496124031007   |   0.9997782213351075   |   0.9997782213351075  |   0.9991645781119466  |   0.9984496124031007  |   0.9984496124031007   |   0.9991645781119466   |  0.9984496124031007  |  0.9984496124031007  |  0.9984496124031007  |  0.9984496124031007  |  0.9984496124031007  |   0.996389891696751    |   0.9984496124031007  |   0.996389891696751    |  0.9991645781119466  |  0.9991645781119466  |  0.9991645781119466  |  0.9997782213351075  |  0.9991645781119466  |  0.9997782213351075  |  0.9991645781119466  |  0.9997782213351075  |  0.9991645781119466  |  0.9991645781119466  |  0.9991645781119466  |   0.996389891696751    |   0.996389891696751    |          1.0          |  0.9991645781119466  |  0.9984496124031007  |  0.9984496124031007  |   0.9996494917630564  |   0.9996494917630564   |   0.9997782213351075   |   0.997289972899729    |   0.997289972899729   |   0.9995061728395062   |   0.9995061728395062  |   0.997289972899729    |   0.997289972899729   |   0.9995061728395062   |   0.997289972899729   |   0.997289972899729    |   0.997289972899729    |   0.997289972899729   |   0.9995061728395062   |          1.0           |   0.997289972899729    |   0.997289972899729    |   0.9996494917630564  |  0.9995061728395062  |   0.997289972899729   |   0.9995061728395062  |   0.997289972899729   |   0.997289972899729   |   0.9995061728395062  |   0.997289972899729   |   0.9996494917630564  |   0.9996494917630564  |   0.9993211133740666  |   0.997289972899729   |   0.9996494917630564  |   0.997289972899729   |   0.997289972899729   |  0.9996494917630564  |   0.997289972899729   |   0.9996494917630564  |   0.997289972899729   |  0.9996494917630564  |  0.9996494917630564  |   0.997289972899729   |  0.9996494917630564  |  0.9996494917630564  |  0.9996494917630564  |   0.997289972899729   |   0.997289972899729   |  0.9996494917630564  |   0.997289972899729   |   0.997289972899729   |  0.9995061728395062  |  0.9996494917630564  |  0.9995061728395062  |  0.9996494917630564  |  0.9996494917630564  |   0.997289972899729   |         1.0          |  0.9995061728395062  |  0.9995061728395062  |  0.9996494917630564  |         1.0          |
|          Relative Risk           |   4.444444444444445   |   5.466666666666668    |          2.05          |   4.444444444444445    |   2.387755102040816   |          1.5           |          4.5           |          4.5          |         2.625         |          1.5          |          1.5           |         2.625          |         2.05         |         2.05         |         2.05         |         2.05         |         1.5          |   1.1666666666666667   |          1.5          |   1.1666666666666667   |        2.625         |        2.625         |        2.625         |         4.5          |        2.625         |         4.5          |        2.625         |         4.5          |        2.625         |        2.625         |        2.625         |   1.1666666666666667   |   1.1666666666666667   |          7.0          |        2.625         |         1.5          |         1.5          |   4.444444444444445   |   3.583333333333333    |          4.5           |   1.5925925925925923   |   1.5925925925925923  |   2.0476190476190474   |   2.0476190476190474  |   1.5925925925925923   |   1.5925925925925923  |   2.0476190476190474   |   1.5925925925925923  |   1.5925925925925923   |   1.5925925925925923   |   1.5925925925925923  |   2.0476190476190474   |   6.142857142857142    |   1.5925925925925923   |   1.5925925925925923   |   3.583333333333333   |  2.0476190476190474  |   1.5925925925925923  |   2.0476190476190474  |   1.5925925925925923  |   1.5925925925925923  |   2.0476190476190474  |   1.5925925925925923  |   3.583333333333333   |   3.583333333333333   |   1.5925925925925923  |   1.5925925925925923  |   3.583333333333333   |   1.5925925925925923  |   1.5925925925925923  |  3.583333333333333   |   1.5925925925925923  |   3.583333333333333   |   1.5925925925925923  |  3.583333333333333   |  3.583333333333333   |   1.5925925925925923  |  3.583333333333333   |  3.583333333333333   |  3.583333333333333   |   1.5925925925925923  |   1.5925925925925923  |  3.583333333333333   |   1.5925925925925923  |   1.5925925925925923  |  2.0476190476190474  |  3.583333333333333   |  2.0476190476190474  |  3.583333333333333   |  3.583333333333333   |   1.5925925925925923  |  6.142857142857142   |  2.0476190476190474  |  2.0476190476190474  |  3.583333333333333   |  6.142857142857142   |
|        Rule Power Factor         |  0.05797101449275362  |  0.06956521739130435   |  0.017391304347826087  |  0.05797101449275362   |  0.02795031055900621  |  0.021739130434782608  |  0.04891304347826087   |  0.04891304347826087  |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608  |  0.021739130434782608  | 0.017391304347826087 | 0.017391304347826087 | 0.017391304347826087 | 0.017391304347826087 | 0.021739130434782608 |  0.021739130434782608  |  0.021739130434782608 |  0.021739130434782608  | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 | 0.04891304347826087  | 0.021739130434782608 | 0.04891304347826087  | 0.021739130434782608 | 0.04891304347826087  | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 |  0.021739130434782608  |  0.021739130434782608  |  0.08695652173913043  | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 |  0.05797101449275362  |  0.02898550724637681   |  0.04891304347826087   |  0.007246376811594202  |  0.007246376811594202 |  0.02898550724637681   |  0.02898550724637681  |  0.007246376811594202  |  0.007246376811594202 |  0.02898550724637681   |  0.007246376811594202 |  0.007246376811594202  |  0.007246376811594202  |  0.007246376811594202 |  0.02898550724637681   |  0.06521739130434782   |  0.007246376811594202  |  0.007246376811594202  |  0.02898550724637681  | 0.02898550724637681  |  0.007246376811594202 |  0.02898550724637681  |  0.007246376811594202 |  0.007246376811594202 |  0.02898550724637681  |  0.007246376811594202 |  0.02898550724637681  |  0.02898550724637681  |  0.02898550724637681  |  0.007246376811594202 |  0.02898550724637681  |  0.007246376811594202 |  0.007246376811594202 | 0.02898550724637681  |  0.007246376811594202 |  0.02898550724637681  |  0.007246376811594202 | 0.02898550724637681  | 0.02898550724637681  |  0.007246376811594202 | 0.02898550724637681  | 0.02898550724637681  | 0.02898550724637681  |  0.007246376811594202 |  0.007246376811594202 | 0.02898550724637681  |  0.007246376811594202 |  0.007246376811594202 | 0.02898550724637681  | 0.02898550724637681  | 0.02898550724637681  | 0.02898550724637681  | 0.02898550724637681  |  0.007246376811594202 | 0.06521739130434782  | 0.02898550724637681  | 0.02898550724637681  | 0.02898550724637681  | 0.06521739130434782  |
|         Sebag-Schoenauer         |          2.0          |          4.0           |   0.6666666666666666   |          2.0           |          0.75         |          1.0           |          3.0           |          3.0          |          1.0          |          1.0          |          1.0           |          1.0           |  0.6666666666666666  |  0.6666666666666666  |  0.6666666666666666  |  0.6666666666666666  |         1.0          |          1.0           |          1.0          |          1.0           |         1.0          |         1.0          |         1.0          |         3.0          |         1.0          |         3.0          |         1.0          |         3.0          |         1.0          |         1.0          |         1.0          |          1.0           |          1.0           |          inf          |         1.0          |         1.0          |         1.0          |          2.0          |          2.0           |          3.0           |          0.5           |          0.5          |          2.0           |          2.0          |          0.5           |          0.5          |          2.0           |          0.5          |          0.5           |          0.5           |          0.5          |          2.0           |          inf           |          0.5           |          0.5           |          2.0          |         2.0          |          0.5          |          2.0          |          0.5          |          0.5          |          2.0          |          0.5          |          2.0          |          2.0          |          2.0          |          0.5          |          2.0          |          0.5          |          0.5          |         2.0          |          0.5          |          2.0          |          0.5          |         2.0          |         2.0          |          0.5          |         2.0          |         2.0          |         2.0          |          0.5          |          0.5          |         2.0          |          0.5          |          0.5          |         2.0          |         2.0          |         2.0          |         2.0          |         2.0          |          0.5          |         inf          |         2.0          |         2.0          |         2.0          |         inf          |
|              Yule Q              |   0.8378378378378378  |   0.9178082191780822   |  0.46666666666666656   |   0.8378378378378378   |   0.5483870967741935  |  0.33333333333333337   |   0.8750000000000001   |   0.8750000000000001  |   0.6190476190476191  |  0.33333333333333337  |  0.33333333333333337   |   0.6190476190476191   | 0.46666666666666656  | 0.46666666666666656  | 0.46666666666666656  | 0.46666666666666656  | 0.33333333333333337  |  0.14285714285714282   |  0.33333333333333337  |  0.14285714285714282   |  0.6190476190476191  |  0.6190476190476191  |  0.6190476190476191  |  0.8750000000000001  |  0.6190476190476191  |  0.8750000000000001  |  0.6190476190476191  |  0.8750000000000001  |  0.6190476190476191  |  0.6190476190476191  |  0.6190476190476191  |  0.14285714285714282   |  0.14285714285714282   |          1.0          |  0.6190476190476191  | 0.33333333333333337  | 0.33333333333333337  |   0.8378378378378378  |   0.7948717948717948   |   0.8750000000000001   |   0.3076923076923076   |   0.3076923076923076  |   0.6111111111111112   |   0.6111111111111112  |   0.3076923076923076   |   0.3076923076923076  |   0.6111111111111112   |   0.3076923076923076  |   0.3076923076923076   |   0.3076923076923076   |   0.3076923076923076  |   0.6111111111111112   |          1.0           |   0.3076923076923076   |   0.3076923076923076   |   0.7948717948717948  |  0.6111111111111112  |   0.3076923076923076  |   0.6111111111111112  |   0.3076923076923076  |   0.3076923076923076  |   0.6111111111111112  |   0.3076923076923076  |   0.7948717948717948  |   0.7948717948717948  |  0.47058823529411764  |   0.3076923076923076  |   0.7948717948717948  |   0.3076923076923076  |   0.3076923076923076  |  0.7948717948717948  |   0.3076923076923076  |   0.7948717948717948  |   0.3076923076923076  |  0.7948717948717948  |  0.7948717948717948  |   0.3076923076923076  |  0.7948717948717948  |  0.7948717948717948  |  0.7948717948717948  |   0.3076923076923076  |   0.3076923076923076  |  0.7948717948717948  |   0.3076923076923076  |   0.3076923076923076  |  0.6111111111111112  |  0.7948717948717948  |  0.6111111111111112  |  0.7948717948717948  |  0.7948717948717948  |   0.3076923076923076  |         1.0          |  0.6111111111111112  |  0.6111111111111112  |  0.7948717948717948  |         1.0          |
|              Yule Y              |   0.5419674233314787  |   0.6569738284719571   |  0.24764297693977153   |   0.5419674233314787   |   0.2986492474334446  |  0.17157287525380988   |   0.5895738076846547   |   0.5895738076846547  |  0.34673673057918136  |  0.17157287525380988  |  0.17157287525380988   |  0.34673673057918136   | 0.24764297693977153  | 0.24764297693977153  | 0.24764297693977153  | 0.24764297693977153  | 0.17157287525380988  |   0.0717967697244908   |  0.17157287525380988  |   0.0717967697244908   | 0.34673673057918136  | 0.34673673057918136  | 0.34673673057918136  |  0.5895738076846547  | 0.34673673057918136  |  0.5895738076846547  | 0.34673673057918136  |  0.5895738076846547  | 0.34673673057918136  | 0.34673673057918136  | 0.34673673057918136  |   0.0717967697244908   |   0.0717967697244908   |          1.0          | 0.34673673057918136  | 0.17157287525380988  | 0.17157287525380988  |   0.5419674233314787  |  0.49469938282585607   |   0.5895738076846547   |   0.1576707807867545   |   0.1576707807867545  |   0.3411084682931812   |   0.3411084682931812  |   0.1576707807867545   |   0.1576707807867545  |   0.3411084682931812   |   0.1576707807867545  |   0.1576707807867545   |   0.1576707807867545   |   0.1576707807867545  |   0.3411084682931812   |          1.0           |   0.1576707807867545   |   0.1576707807867545   |  0.49469938282585607  |  0.3411084682931812  |   0.1576707807867545  |   0.3411084682931812  |   0.1576707807867545  |   0.1576707807867545  |   0.3411084682931812  |   0.1576707807867545  |  0.49469938282585607  |  0.49469938282585607  |          0.25         |   0.1576707807867545  |  0.49469938282585607  |   0.1576707807867545  |   0.1576707807867545  | 0.49469938282585607  |   0.1576707807867545  |  0.49469938282585607  |   0.1576707807867545  | 0.49469938282585607  | 0.49469938282585607  |   0.1576707807867545  | 0.49469938282585607  | 0.49469938282585607  | 0.49469938282585607  |   0.1576707807867545  |   0.1576707807867545  | 0.49469938282585607  |   0.1576707807867545  |   0.1576707807867545  |  0.3411084682931812  | 0.49469938282585607  |  0.3411084682931812  | 0.49469938282585607  | 0.49469938282585607  |   0.1576707807867545  |         1.0          |  0.3411084682931812  |  0.3411084682931812  | 0.49469938282585607  |         1.0          |
|         Weighted Support         |  0.13043478260869565  |  0.10869565217391304   |  0.10869565217391304   |  0.13043478260869565   |  0.15217391304347827  |  0.08695652173913043   |  0.08695652173913043   |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043   |  0.08695652173913043   | 0.10869565217391304  | 0.10869565217391304  | 0.10869565217391304  | 0.10869565217391304  | 0.08695652173913043  |  0.08695652173913043   |  0.08695652173913043  |  0.08695652173913043   | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  |  0.08695652173913043   |  0.08695652173913043   |  0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  |  0.13043478260869565  |  0.06521739130434782   |  0.08695652173913043   |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |
|      Weighted Rule Support       |  0.08695652173913043  |  0.08695652173913043   |  0.043478260869565216  |  0.08695652173913043   |  0.06521739130434782  |  0.043478260869565216  |  0.06521739130434782   |  0.06521739130434782  |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216  | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216 |  0.043478260869565216  | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.06521739130434782  | 0.043478260869565216 | 0.06521739130434782  | 0.043478260869565216 | 0.06521739130434782  | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216  |  0.08695652173913043  | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.08695652173913043  |  0.043478260869565216  |  0.06521739130434782   |  0.021739130434782608  |  0.021739130434782608 |  0.043478260869565216  |  0.043478260869565216 |  0.021739130434782608  |  0.021739130434782608 |  0.043478260869565216  |  0.021739130434782608 |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608 |  0.043478260869565216  |  0.06521739130434782   |  0.021739130434782608  |  0.021739130434782608  |  0.043478260869565216 | 0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 | 0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 |  0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 | 0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.021739130434782608 | 0.06521739130434782  | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.06521739130434782  |
|       Weighted Confidence        |   0.6666666666666666  |          0.8           |          0.4           |   0.6666666666666666   |  0.42857142857142855  |          0.5           |          0.75          |          0.75         |          0.5          |          0.5          |          0.5           |          0.5           |         0.4          |         0.4          |         0.4          |         0.4          |         0.5          |          0.5           |          0.5          |          0.5           |         0.5          |         0.5          |         0.5          |         0.75         |         0.5          |         0.75         |         0.5          |         0.75         |         0.5          |         0.5          |         0.5          |          0.5           |          0.5           |          1.0          |         0.5          |         0.5          |         0.5          |   0.6666666666666666  |   0.6666666666666666   |          0.75          |   0.3333333333333333   |   0.3333333333333333  |   0.6666666666666666   |   0.6666666666666666  |   0.3333333333333333   |   0.3333333333333333  |   0.6666666666666666   |   0.3333333333333333  |   0.3333333333333333   |   0.3333333333333333   |   0.3333333333333333  |   0.6666666666666666   |          1.0           |   0.3333333333333333   |   0.3333333333333333   |   0.6666666666666666  |  0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666  |   0.3333333333333333  |   0.3333333333333333  |   0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666  |   0.3333333333333333  |   0.3333333333333333  |  0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666  |   0.3333333333333333  |  0.6666666666666666  |  0.6666666666666666  |   0.3333333333333333  |  0.6666666666666666  |  0.6666666666666666  |  0.6666666666666666  |   0.3333333333333333  |   0.3333333333333333  |  0.6666666666666666  |   0.3333333333333333  |   0.3333333333333333  |  0.6666666666666666  |  0.6666666666666666  |  0.6666666666666666  |  0.6666666666666666  |  0.6666666666666666  |   0.3333333333333333  |         1.0          |  0.6666666666666666  |  0.6666666666666666  |  0.6666666666666666  |         1.0          |
|          Weighted Lift           |   3.0666666666666664  |   3.6799999999999997   |   1.8399999999999999   |   3.0666666666666664   |   1.971428571428571   |         1.4375         |   3.4499999999999997   |   3.4499999999999997  |          2.3          |         1.4375        |         1.4375         |          2.3           |  1.8399999999999999  |  1.8399999999999999  |  1.8399999999999999  |  1.8399999999999999  |        1.4375        |          1.15          |         1.4375        |          1.15          |         2.3          |         2.3          |         2.3          |  3.4499999999999997  |         2.3          |  3.4499999999999997  |         2.3          |  3.4499999999999997  |         2.3          |         2.3          |         2.3          |          1.15          |          1.15          |          4.6          |         2.3          |        1.4375        |        1.4375        |   3.0666666666666664  |   3.0666666666666664   |   3.4499999999999997   |   1.5333333333333332   |   1.5333333333333332  |   1.9166666666666667   |   1.9166666666666667  |   1.5333333333333332   |   1.5333333333333332  |   1.9166666666666667   |   1.5333333333333332  |   1.5333333333333332   |   1.5333333333333332   |   1.5333333333333332  |   1.9166666666666667   |          4.6           |   1.5333333333333332   |   1.5333333333333332   |   3.0666666666666664  |  1.9166666666666667  |   1.5333333333333332  |   1.9166666666666667  |   1.5333333333333332  |   1.5333333333333332  |   1.9166666666666667  |   1.5333333333333332  |   3.0666666666666664  |   3.0666666666666664  |   1.5333333333333332  |   1.5333333333333332  |   3.0666666666666664  |   1.5333333333333332  |   1.5333333333333332  |  3.0666666666666664  |   1.5333333333333332  |   3.0666666666666664  |   1.5333333333333332  |  3.0666666666666664  |  3.0666666666666664  |   1.5333333333333332  |  3.0666666666666664  |  3.0666666666666664  |  3.0666666666666664  |   1.5333333333333332  |   1.5333333333333332  |  3.0666666666666664  |   1.5333333333333332  |   1.5333333333333332  |  1.9166666666666667  |  3.0666666666666664  |  1.9166666666666667  |  3.0666666666666664  |  3.0666666666666664  |   1.5333333333333332  |         4.6          |  1.9166666666666667  |  1.9166666666666667  |  3.0666666666666664  |         4.6          |
