+----------------------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+-----------------------+-----------------------+------------------------+------------------------+----------------------+----------------------+----------------------+----------------------+----------------------+------------------------+-----------------------+------------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+------------------------+------------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+
|              Metric              |           P1          |           P2           |           P3           |           P4           |           P5          |           P6           |           P7           |           P8          |           P9          |          P10          |          P11           |          P12           |         P13          |         P14          |         P15          |         P16          |         P17          |          P18           |          P19          |          P20           |         P21          |         P22          |         P23          |         P24          |         P25          |         P26          |         P27          |         P28          |         P29          |         P30          |         P31          |          P32           |          P33           |          P34          |         P35          |         P36          |         P37          |          P38          |          P39           |          P40           |          P41           |          P42          |          P43           |          P44          |          P45           |          P46          |          P47           |          P48          |          P49           |          P50           |          P51          |          P52           |          P53           |          P54           |          P55           |          P56          |         P57          |          P58          |          P59          |          P60          |          P61          |          P62          |          P63          |          P64          |          P65          |          P66          |          P67          |          P68          |          P69          |          P70          |         P71          |          P72          |          P73          |          P74          |         P75          |         P76          |          P77          |         P78          |         P79          |         P80          |          P81          |          P82          |         P83          |          P84          |          P85          |         P86          |         P87          |         P88          |         P89          |         P90          |          P91          |         P92          |         P93          |         P94          |         P95          |         P96          |
|        Comprehensibility         |   0.3154648767857287  |   0.3562071871080222   |   0.3868528072345416   |  0.43067655807339306   |          0.5           |  0.43067655807339306   |  0.43067655807339306   |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306   |  0.43067655807339306  |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |   0.3562071871080222  |   0.3154648767857287   |   0.3868528072345416   |   0.3562071871080222   |   0.3562071871080222   |   0.3868528072345416   |  0.3868528072345416  |   0.3868528072345416   |   0.3868528072345416  |   0.3868528072345416   |   0.3868528072345416   |   0.3868528072345416   |   0.3868528072345416  |   0.3868528072345416  |   0.3868528072345416   |   0.3868528072345416  |   0.3868528072345416   |   0.3868528072345416   |   0.3868528072345416   | 0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  | 0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  | 0.43067655807339306  | 0.43067655807339306  |  0.43067655807339306  | 0.43067655807339306  | 0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |          0.5          |
|           Completeness           |          0.5          |          0.5           |  0.16666666666666666   |          0.5           |   0.3333333333333333   |  0.16666666666666666   |          0.5           |   0.3333333333333333  |  0.16666666666666666  |  0.16666666666666666  |  0.16666666666666666   |  0.16666666666666666  |  0.3333333333333333  |  0.3333333333333333  |  0.3333333333333333  |  0.3333333333333333  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  |  0.3333333333333333  |  0.3333333333333333  |  0.3333333333333333  |         0.5          |  0.3333333333333333  |  0.3333333333333333  | 0.16666666666666666  |  0.3333333333333333  |  0.3333333333333333  |  0.3333333333333333  |  0.3333333333333333  | 0.16666666666666666  | 0.16666666666666666  |  0.3333333333333333  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  |          0.5          |   0.3333333333333333   |          0.5           |  0.16666666666666666   |  0.16666666666666666   |  0.16666666666666666   | 0.16666666666666666  |  0.16666666666666666   |  0.16666666666666666  |  0.16666666666666666   |  0.16666666666666666   |  0.16666666666666666   |  0.16666666666666666  |  0.16666666666666666  |  0.16666666666666666   |   0.3333333333333333  |  0.16666666666666666   |  0.16666666666666666   |  0.16666666666666666   | 0.16666666666666666  |  0.16666666666666666  |  0.16666666666666666  |  0.16666666666666666  | 0.16666666666666666  |  0.16666666666666666  |  0.16666666666666666  |   0.3333333333333333  |   0.3333333333333333  |  0.16666666666666666  | 0.16666666666666666  |  0.3333333333333333  |  0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  |  0.16666666666666666  |   0.3333333333333333  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  |  0.3333333333333333  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  | 0.16666666666666666  |  0.3333333333333333  | 0.16666666666666666  |  0.3333333333333333  | 0.16666666666666666  | 0.16666666666666666  |  0.3333333333333333  |          0.5          |
|           Added Value            |   0.3695652173913043  |   0.4695652173913043   |  0.06956521739130436   |   0.3695652173913043   |  0.07763975155279502   |  0.11956521739130435   |   0.6195652173913043   |   0.3695652173913043  |  0.11956521739130435  |  0.11956521739130435  |  0.11956521739130435   |  0.11956521739130435  | 0.26956521739130435  | 0.26956521739130435  | 0.13478260869565217  | 0.26956521739130435  | 0.11956521739130435  | 0.11956521739130435  | 0.11956521739130435  | 0.11956521739130435  |  0.3695652173913043  | 0.18478260869565216  | 0.18478260869565216  |  0.6195652173913043  |  0.3695652173913043  |  0.3695652173913043  | 0.11956521739130435  |  0.3695652173913043  |  0.3695652173913043  |  0.3695652173913043  |  0.3695652173913043  | 0.11956521739130435  | 0.11956521739130435  |  0.3695652173913043  | 0.11956521739130435  | 0.11956521739130435  | 0.11956521739130435  |   0.3695652173913043  |   0.536231884057971    |   0.6195652173913043   |  0.20289855072463767   |  0.20289855072463767   |  0.20289855072463767   | 0.20289855072463767  |  0.20289855072463767   |  0.20289855072463767  |  0.20289855072463767   |  0.20289855072463767   |  0.20289855072463767   |  0.20289855072463767  |  0.20289855072463767  |  0.20289855072463767   |   0.536231884057971   |  0.20289855072463767   |  0.20289855072463767   |  0.20289855072463767   | 0.20289855072463767  |  0.20289855072463767  |  0.20289855072463767  |  0.20289855072463767  | 0.20289855072463767  |  0.20289855072463767  |  0.20289855072463767  |   0.536231884057971   |   0.536231884057971   |  0.20289855072463767  | 0.20289855072463767  |  0.536231884057971   |  0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  |  0.20289855072463767  |   0.536231884057971   | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  |  0.536231884057971   | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  | 0.20289855072463767  |  0.536231884057971   | 0.20289855072463767  |  0.536231884057971   | 0.20289855072463767  | 0.20289855072463767  |  0.536231884057971   |   0.8695652173913043  |
|        Casual Confidence         |         0.2875        |   0.3365853658536585   |  0.11219512195121951   |         0.2875         |  0.08424908424908424   |  0.13690476190476192   |   0.4107142857142857   |  0.27380952380952384  |  0.13690476190476192  |  0.13690476190476192  |  0.13690476190476192   |  0.13690476190476192  | 0.22439024390243903  | 0.22439024390243903  | 0.11219512195121951  | 0.22439024390243903  | 0.13690476190476192  | 0.13690476190476192  | 0.13690476190476192  | 0.13690476190476192  | 0.27380952380952384  | 0.13690476190476192  | 0.13690476190476192  |  0.4107142857142857  | 0.27380952380952384  | 0.27380952380952384  | 0.13690476190476192  | 0.27380952380952384  | 0.27380952380952384  | 0.27380952380952384  | 0.27380952380952384  | 0.13690476190476192  | 0.13690476190476192  | 0.27380952380952384  | 0.13690476190476192  | 0.13690476190476192  | 0.13690476190476192  |         0.2875        |   0.3565891472868217   |   0.4107142857142857   |  0.17829457364341084   |  0.17829457364341084   |  0.17829457364341084   | 0.17829457364341084  |  0.17829457364341084   |  0.17829457364341084  |  0.17829457364341084   |  0.17829457364341084   |  0.17829457364341084   |  0.17829457364341084  |  0.17829457364341084  |  0.17829457364341084   |   0.3565891472868217  |  0.17829457364341084   |  0.17829457364341084   |  0.17829457364341084   | 0.17829457364341084  |  0.17829457364341084  |  0.17829457364341084  |  0.17829457364341084  | 0.17829457364341084  |  0.17829457364341084  |  0.17829457364341084  |   0.3565891472868217  |   0.3565891472868217  |  0.17829457364341084  | 0.17829457364341084  |  0.3565891472868217  |  0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  |  0.17829457364341084  |   0.3565891472868217  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  |  0.3565891472868217  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  | 0.17829457364341084  |  0.3565891472868217  | 0.17829457364341084  |  0.3565891472868217  | 0.17829457364341084  | 0.17829457364341084  |  0.3565891472868217  |   0.5348837209302325  |
|          Casual Support          |   0.8695652173913043  |   0.8913043478260869   |   0.8043478260869565   |   0.8695652173913043   |   0.8260869565217391   |   0.8260869565217391   |   0.9130434782608695   |   0.8695652173913043  |   0.8260869565217391  |   0.8260869565217391  |   0.8260869565217391   |   0.8260869565217391  |  0.8478260869565217  |  0.8478260869565217  |  0.8695652173913043  |  0.8478260869565217  |  0.8260869565217391  |  0.8260869565217391  |  0.8260869565217391  |  0.8260869565217391  |  0.8695652173913043  |  0.8913043478260869  |  0.8913043478260869  |  0.9130434782608695  |  0.8695652173913043  |  0.8695652173913043  |  0.8260869565217391  |  0.8695652173913043  |  0.8695652173913043  |  0.8695652173913043  |  0.8695652173913043  |  0.8260869565217391  |  0.8260869565217391  |  0.8695652173913043  |  0.8260869565217391  |  0.8260869565217391  |  0.8260869565217391  |   0.8695652173913043  |   0.8913043478260869   |   0.9130434782608695   |   0.8478260869565217   |   0.8478260869565217   |   0.8478260869565217   |  0.8478260869565217  |   0.8478260869565217   |   0.8478260869565217  |   0.8478260869565217   |   0.8478260869565217   |   0.8478260869565217   |   0.8478260869565217  |   0.8478260869565217  |   0.8478260869565217   |   0.8913043478260869  |   0.8478260869565217   |   0.8478260869565217   |   0.8478260869565217   |  0.8478260869565217  |   0.8478260869565217  |   0.8478260869565217  |   0.8478260869565217  |  0.8478260869565217  |   0.8478260869565217  |   0.8478260869565217  |   0.8913043478260869  |   0.8913043478260869  |   0.8478260869565217  |  0.8478260869565217  |  0.8913043478260869  |   0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |   0.8478260869565217  |   0.8913043478260869  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8913043478260869  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8478260869565217  |  0.8913043478260869  |  0.8478260869565217  |  0.8913043478260869  |  0.8478260869565217  |  0.8478260869565217  |  0.8913043478260869  |   0.9347826086956521  |
|         Certainty Factor         |         0.425         |   0.5399999999999999   |  0.08000000000000002   |         0.425          |   0.0830564784053156   |         0.1375         |         0.7125         |         0.425         |         0.1375        |         0.1375        |         0.1375         |         0.1375        |         0.31         |         0.31         |  0.1441860465116279  |         0.31         |        0.1375        |        0.1375        |        0.1375        |        0.1375        |        0.425         | 0.19767441860465115  | 0.19767441860465115  |        0.7125        |        0.425         |        0.425         |        0.1375        |        0.425         |        0.425         |        0.425         |        0.425         |        0.1375        |        0.1375        |        0.425         |        0.1375        |        0.1375        |        0.1375        |         0.425         |   0.6166666666666666   |         0.7125         |   0.2333333333333333   |   0.2333333333333333   |   0.2333333333333333   |  0.2333333333333333  |   0.2333333333333333   |   0.2333333333333333  |   0.2333333333333333   |   0.2333333333333333   |   0.2333333333333333   |   0.2333333333333333  |   0.2333333333333333  |   0.2333333333333333   |   0.6166666666666666  |   0.2333333333333333   |   0.2333333333333333   |   0.2333333333333333   |  0.2333333333333333  |   0.2333333333333333  |   0.2333333333333333  |   0.2333333333333333  |  0.2333333333333333  |   0.2333333333333333  |   0.2333333333333333  |   0.6166666666666666  |   0.6166666666666666  |   0.2333333333333333  |  0.2333333333333333  |  0.6166666666666666  |   0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |   0.2333333333333333  |   0.6166666666666666  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.6166666666666666  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.2333333333333333  |  0.6166666666666666  |  0.2333333333333333  |  0.6166666666666666  |  0.2333333333333333  |  0.2333333333333333  |  0.6166666666666666  |          1.0          |
|            Conviction            |   1.7391304347826086  |   2.1739130434782608   |   1.0869565217391304   |   1.7391304347826086   |   1.0905797101449277   |   1.1594202898550725   |   3.4782608695652173   |   1.7391304347826086  |   1.1594202898550725  |   1.1594202898550725  |   1.1594202898550725   |   1.1594202898550725  |  1.4492753623188406  |  1.4492753623188406  |  1.1684782608695652  |  1.4492753623188406  |  1.1594202898550725  |  1.1594202898550725  |  1.1594202898550725  |  1.1594202898550725  |  1.7391304347826086  |  1.2463768115942029  |  1.2463768115942029  |  3.4782608695652173  |  1.7391304347826086  |  1.7391304347826086  |  1.1594202898550725  |  1.7391304347826086  |  1.7391304347826086  |  1.7391304347826086  |  1.7391304347826086  |  1.1594202898550725  |  1.1594202898550725  |  1.7391304347826086  |  1.1594202898550725  |  1.1594202898550725  |  1.1594202898550725  |   1.7391304347826086  |   2.608695652173913    |   3.4782608695652173   |   1.3043478260869565   |   1.3043478260869565   |   1.3043478260869565   |  1.3043478260869565  |   1.3043478260869565   |   1.3043478260869565  |   1.3043478260869565   |   1.3043478260869565   |   1.3043478260869565   |   1.3043478260869565  |   1.3043478260869565  |   1.3043478260869565   |   2.608695652173913   |   1.3043478260869565   |   1.3043478260869565   |   1.3043478260869565   |  1.3043478260869565  |   1.3043478260869565  |   1.3043478260869565  |   1.3043478260869565  |  1.3043478260869565  |   1.3043478260869565  |   1.3043478260869565  |   2.608695652173913   |   2.608695652173913   |   1.3043478260869565  |  1.3043478260869565  |  2.608695652173913   |   1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |   1.3043478260869565  |   2.608695652173913   |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  2.608695652173913   |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  1.3043478260869565  |  2.608695652173913   |  1.3043478260869565  |  2.608695652173913   |  1.3043478260869565  |  1.3043478260869565  |  2.608695652173913   |          inf          |
|        Coverage (Support)        |  0.13043478260869565  |  0.10869565217391304   |  0.10869565217391304   |  0.13043478260869565   |  0.15217391304347827   |  0.08695652173913043   |  0.08695652173913043   |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043   |  0.08695652173913043  | 0.10869565217391304  | 0.10869565217391304  | 0.10869565217391304  | 0.10869565217391304  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  |  0.13043478260869565  |  0.06521739130434782   |  0.08695652173913043   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   | 0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |
| Descriptive Confirmed Confidence |          0.0          |  0.19999999999999996   |  -0.6000000000000001   |          0.0           |  -0.7142857142857142   |          -0.5          |          0.5           |          0.0          |          -0.5         |          -0.5         |          -0.5          |          -0.5         | -0.19999999999999996 | -0.19999999999999996 | -0.6000000000000001  | -0.19999999999999996 |         -0.5         |         -0.5         |         -0.5         |         -0.5         |         0.0          |         -0.5         |         -0.5         |         0.5          |         0.0          |         0.0          |         -0.5         |         0.0          |         0.0          |         0.0          |         0.0          |         -0.5         |         -0.5         |         0.0          |         -0.5         |         -0.5         |         -0.5         |          0.0          |   0.3333333333333333   |          0.5           |  -0.3333333333333333   |  -0.3333333333333333   |  -0.3333333333333333   | -0.3333333333333333  |  -0.3333333333333333   |  -0.3333333333333333  |  -0.3333333333333333   |  -0.3333333333333333   |  -0.3333333333333333   |  -0.3333333333333333  |  -0.3333333333333333  |  -0.3333333333333333   |   0.3333333333333333  |  -0.3333333333333333   |  -0.3333333333333333   |  -0.3333333333333333   | -0.3333333333333333  |  -0.3333333333333333  |  -0.3333333333333333  |  -0.3333333333333333  | -0.3333333333333333  |  -0.3333333333333333  |  -0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |  -0.3333333333333333  | -0.3333333333333333  |  0.3333333333333333  |  -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  |  -0.3333333333333333  |   0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  |  0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  |  0.3333333333333333  | -0.3333333333333333  |  0.3333333333333333  | -0.3333333333333333  | -0.3333333333333333  |  0.3333333333333333  |          1.0          |
|    Difference of Proportions     |         0.425         |   0.526829268292683    |  0.07804878048780489   |         0.425          |  0.09157509157509157   |  0.13095238095238096   |   0.6785714285714286   |  0.40476190476190477  |  0.13095238095238096  |  0.13095238095238096  |  0.13095238095238096   |  0.13095238095238096  | 0.30243902439024395  | 0.30243902439024395  | 0.15121951219512197  | 0.30243902439024395  | 0.13095238095238096  | 0.13095238095238096  | 0.13095238095238096  | 0.13095238095238096  | 0.40476190476190477  | 0.20238095238095238  | 0.20238095238095238  |  0.6785714285714286  | 0.40476190476190477  | 0.40476190476190477  | 0.13095238095238096  | 0.40476190476190477  | 0.40476190476190477  | 0.40476190476190477  | 0.40476190476190477  | 0.13095238095238096  | 0.13095238095238096  | 0.40476190476190477  | 0.13095238095238096  | 0.13095238095238096  | 0.13095238095238096  |         0.425         |   0.5736434108527131   |   0.6785714285714286   |  0.21705426356589147   |  0.21705426356589147   |  0.21705426356589147   | 0.21705426356589147  |  0.21705426356589147   |  0.21705426356589147  |  0.21705426356589147   |  0.21705426356589147   |  0.21705426356589147   |  0.21705426356589147  |  0.21705426356589147  |  0.21705426356589147   |   0.5736434108527131  |  0.21705426356589147   |  0.21705426356589147   |  0.21705426356589147   | 0.21705426356589147  |  0.21705426356589147  |  0.21705426356589147  |  0.21705426356589147  | 0.21705426356589147  |  0.21705426356589147  |  0.21705426356589147  |   0.5736434108527131  |   0.5736434108527131  |  0.21705426356589147  | 0.21705426356589147  |  0.5736434108527131  |  0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  |  0.21705426356589147  |   0.5736434108527131  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  |  0.5736434108527131  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  | 0.21705426356589147  |  0.5736434108527131  | 0.21705426356589147  |  0.5736434108527131  | 0.21705426356589147  | 0.21705426356589147  |  0.5736434108527131  |   0.9302325581395349  |
|   Example and Counter Example    |          0.0          |   0.3333333333333333   |          -3.0          |          0.0           |          -5.0          |          -2.0          |   0.6666666666666666   |          0.0          |          -2.0         |          -2.0         |          -2.0          |          -2.0         |         -0.5         |         -0.5         |         -3.0         |         -0.5         |         -2.0         |         -2.0         |         -2.0         |         -2.0         |         0.0          |         -2.0         |         -2.0         |  0.6666666666666666  |         0.0          |         0.0          |         -2.0         |         0.0          |         0.0          |         0.0          |         0.0          |         -2.0         |         -2.0         |         0.0          |         -2.0         |         -2.0         |         -2.0         |          0.0          |          0.5           |   0.6666666666666666   |          -1.0          |          -1.0          |          -1.0          |         -1.0         |          -1.0          |          -1.0         |          -1.0          |          -1.0          |          -1.0          |          -1.0         |          -1.0         |          -1.0          |          0.5          |          -1.0          |          -1.0          |          -1.0          |         -1.0         |          -1.0         |          -1.0         |          -1.0         |         -1.0         |          -1.0         |          -1.0         |          0.5          |          0.5          |          -1.0         |         -1.0         |         0.5          |          -1.0         |         -1.0         |         -1.0         |          -1.0         |          0.5          |         -1.0         |         -1.0         |         -1.0         |         -1.0         |         -1.0         |         -1.0         |         0.5          |         -1.0         |         -1.0         |         -1.0         |         -1.0         |         -1.0         |         -1.0         |         -1.0         |         -1.0         |         -1.0         |         0.5          |         -1.0         |         0.5          |         -1.0         |         -1.0         |         0.5          |          1.0          |
|         Imbalance Ratio          |          0.0          |  0.12499999999999997   |  0.10000000000000005   |          0.0           |   0.4444444444444444   |   0.2222222222222223   |   0.2857142857142857   |  0.25000000000000006  |   0.2222222222222223  |   0.2222222222222223  |   0.2222222222222223   |   0.2222222222222223  | 0.11111111111111116  | 0.11111111111111116  | 0.28571428571428564  | 0.11111111111111116  |  0.2222222222222223  |  0.2222222222222223  |  0.2222222222222223  |  0.2222222222222223  | 0.25000000000000006  | 0.16666666666666666  | 0.16666666666666666  |  0.2857142857142857  | 0.25000000000000006  | 0.25000000000000006  |  0.2222222222222223  | 0.25000000000000006  | 0.25000000000000006  | 0.25000000000000006  | 0.25000000000000006  |  0.2222222222222223  |  0.2222222222222223  | 0.25000000000000006  |  0.2222222222222223  |  0.2222222222222223  |  0.2222222222222223  |          0.0          |  0.42857142857142855   |   0.2857142857142857   |         0.375          |         0.375          |         0.375          |        0.375         |         0.375          |         0.375         |         0.375          |         0.375          |         0.375          |         0.375         |         0.375         |         0.375          |  0.42857142857142855  |         0.375          |         0.375          |         0.375          |        0.375         |         0.375         |         0.375         |         0.375         |        0.375         |         0.375         |         0.375         |  0.42857142857142855  |  0.42857142857142855  |         0.375         |        0.375         | 0.42857142857142855  |         0.375         |        0.375         |        0.375         |         0.375         |  0.42857142857142855  |        0.375         |        0.375         |        0.375         |        0.375         |        0.375         |        0.375         | 0.42857142857142855  |        0.375         |        0.375         |        0.375         |        0.375         |        0.375         |        0.375         |        0.375         |        0.375         |        0.375         | 0.42857142857142855  |        0.375         | 0.42857142857142855  |        0.375         |        0.375         | 0.42857142857142855  |          0.5          |
|  Fisher's Exact Test (p-value)   |  0.022370561446740878 |  0.01182269028578431   |   0.5199663834648668   |  0.022370561446740878  |   0.3979578392621871   |  0.43996078070901123   |  0.004994331586849254  |  0.07669209792566711  |  0.43996078070901123  |  0.43996078070901123  |  0.43996078070901123   |  0.43996078070901123  | 0.11993836968558913  | 0.11993836968558913  |  0.2977602108036891  | 0.11993836968558913  | 0.43996078070901123  | 0.43996078070901123  | 0.43996078070901123  | 0.43996078070901123  | 0.07669209792566711  | 0.24374176548089588  | 0.24374176548089588  | 0.004994331586849254 | 0.07669209792566711  | 0.07669209792566711  | 0.43996078070901123  | 0.07669209792566711  | 0.07669209792566711  | 0.07669209792566711  | 0.07669209792566711  | 0.43996078070901123  | 0.43996078070901123  | 0.07669209792566711  | 0.43996078070901123  | 0.43996078070901123  | 0.43996078070901123  |  0.022370561446740878 |  0.040843214756258184  |  0.004994331586849254  |   0.3491436100131752   |   0.3491436100131752   |   0.3491436100131752   |  0.3491436100131752  |   0.3491436100131752   |   0.3491436100131752  |   0.3491436100131752   |   0.3491436100131752   |   0.3491436100131752   |   0.3491436100131752  |   0.3491436100131752  |   0.3491436100131752   |  0.040843214756258184 |   0.3491436100131752   |   0.3491436100131752   |   0.3491436100131752   |  0.3491436100131752  |   0.3491436100131752  |   0.3491436100131752  |   0.3491436100131752  |  0.3491436100131752  |   0.3491436100131752  |   0.3491436100131752  |  0.040843214756258184 |  0.040843214756258184 |   0.3491436100131752  |  0.3491436100131752  | 0.040843214756258184 |   0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  |   0.3491436100131752  |  0.040843214756258184 |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  | 0.040843214756258184 |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  |  0.3491436100131752  | 0.040843214756258184 |  0.3491436100131752  | 0.040843214756258184 |  0.3491436100131752  |  0.3491436100131752  | 0.040843214756258184 | 0.0013175230566534468 |
